InputVar,SetName,CrispInput,LowerMu,UpperMu
wind,SNW,-8.7,0.65,0.92
wind,SPW,-8.7,0,0
wind,WNW,-8.7,0,0
wind,WPW,-8.7,0,0
wind,NWN,-8.6,0,0
wind,SNW,-8.6,0.7,0.96
wind,SPW,-8.6,0,0
wind,WNW,-8.6,0,0
wind,WPW,-8.6,0,0
wind,NWN,-8.5,0,0
wind,SNW,-8.5,0.75,1
wind,SPW,-8.5,0,0
wind,WNW,-8.5,0,0
wind,WPW,-8.5,0,0
wind,NWN,-8.4,0,0
wind,SNW,-8.4,0.8,0.975
wind,SPW,-8.4,0,0
wind,WNW,-8.4,0,0
wind,WPW,-8.4,0,0
wind,NWN,-8.3,0,0
wind,SNW,-8.3,0.85,0.95
wind,SPW,-8.3,0,0
wind,WNW,-8.3,0,0
wind,WPW,-8.3,0,0
wind,NWN,-8.2,0,0
wind,SNW,-8.2,0.9,0.925
wind,SPW,-8.2,0,0
wind,WNW,-8.2,0,0
wind,WPW,-8.2,0,0
wind,NWN,-8.1,0,0
wind,SNW,-8.1,0.9,0.9
wind,SPW,-8.1,0,0
wind,WNW,-8.1,0,0
wind,WPW,-8.1,0,0
wind,NWN,-8,0,0
wind,SNW,-8,0.875,0.875
wind,SPW,-8,0,0
wind,WNW,-8,0,0
wind,WPW,-8,0,0
wind,NWN,-7.9,0,0
wind,SNW,-7.9,0.85,0.85
wind,SPW,-7.9,0,0
wind,WNW,-7.9,0,0.0285714
wind,WPW,-7.9,0,0
wind,NWN,-7.8,0,0
wind,SNW,-7.8,0.825,0.825
wind,SPW,-7.8,0,0
wind,WNW,-7.8,0,0.0571429
wind,WPW,-7.8,0,0
wind,NWN,-7.7,0,0
wind,SNW,-7.7,0.8,0.8
wind,SPW,-7.7,0,0
wind,WNW,-7.7,0,0.0857143
wind,WPW,-7.7,0,0
wind,NWN,-7.6,0,0
wind,SNW,-7.6,0.775,0.775
wind,SPW,-7.6,0,0
wind,WNW,-7.6,0,0.114286
wind,WPW,-7.6,0,0
wind,NWN,-7.5,0,0
wind,SNW,-7.5,0.75,0.75
wind,SPW,-7.5,0,0
wind,WNW,-7.5,0,0.142857
wind,WPW,-7.5,0,0
wind,NWN,-7.4,0,0
wind,SNW,-7.4,0.725,0.725
wind,SPW,-7.4,0,0
wind,WNW,-7.4,0,0.171429
wind,WPW,-7.4,0,0
wind,NWN,-7.3,0,0
wind,SNW,-7.3,0.7,0.7
wind,SPW,-7.3,0,0
wind,WNW,-7.3,0,0.2
wind,WPW,-7.3,0,0
wind,NWN,-7.2,0,0
wind,SNW,-7.2,0.675,0.675
wind,SPW,-7.2,0,0
wind,WNW,-7.2,0,0.228571
wind,WPW,-7.2,0,0
wind,NWN,-7.1,0,0
wind,SNW,-7.1,0.65,0.65
wind,SPW,-7.1,0,0
wind,WNW,-7.1,0,0.257143
wind,WPW,-7.1,0,0
wind,NWN,-7,0,0
wind,SNW,-7,0.625,0.625
wind,SPW,-7,0,0
wind,WNW,-7,0,0.285714
wind,WPW,-7,0,0
wind,NWN,-6.9,0,0
wind,SNW,-6.9,0.6,0.6
wind,SPW,-6.9,0,0
wind,WNW,-6.9,0.0333333,0.314286
wind,WPW,-6.9,0,0
wind,NWN,-6.8,0,0
wind,SNW,-6.8,0.575,0.575
wind,SPW,-6.8,0,0
wind,WNW,-6.8,0.0666667,0.342857
wind,WPW,-6.8,0,0
wind,NWN,-6.7,0,0
wind,SNW,-6.7,0.55,0.55
wind,SPW,-6.7,0,0
wind,WNW,-6.7,0.1,0.371429
wind,WPW,-6.7,0,0
wind,NWN,-6.6,0,0
wind,SNW,-6.6,0.525,0.525
wind,SPW,-6.6,0,0
wind,WNW,-6.6,0.133333,0.4
wind,WPW,-6.6,0,0
wind,NWN,-6.5,0,0
wind,SNW,-6.5,0.5,0.5
wind,SPW,-6.5,0,0
wind,WNW,-6.5,0.166667,0.428571
wind,WPW,-6.5,0,0
wind,NWN,-6.4,0,0
wind,SNW,-6.4,0.466667,0.475
wind,SPW,-6.4,0,0
wind,WNW,-6.4,0.2,0.457143
wind,WPW,-6.4,0,0
wind,NWN,-6.3,0,0
wind,SNW,-6.3,0.433333,0.45
wind,SPW,-6.3,0,0
wind,WNW,-6.3,0.233333,0.485714
wind,WPW,-6.3,0,0
wind,NWN,-6.2,0,0
wind,SNW,-6.2,0.4,0.425
wind,SPW,-6.2,0,0
wind,WNW,-6.2,0.266667,0.514286
wind,WPW,-6.2,0,0
wind,NWN,-6.1,0,0
wind,SNW,-6.1,0.366667,0.4
wind,SPW,-6.1,0,0
wind,WNW,-6.1,0.3,0.542857
wind,WPW,-6.1,0,0
wind,NWN,-6,0,0
wind,SNW,-6,0.333333,0.375
wind,SPW,-6,0,0
wind,WNW,-6,0.333333,0.571429
wind,WPW,-6,0,0
wind,NWN,-5.9,0,0
wind,SNW,-5.9,0.3,0.35
wind,SPW,-5.9,0,0
wind,WNW,-5.9,0.366667,0.6
wind,WPW,-5.9,0,0
wind,NWN,-5.8,0,0
wind,SNW,-5.8,0.266667,0.325
wind,SPW,-5.8,0,0
wind,WNW,-5.8,0.4,0.628571
wind,WPW,-5.8,0,0
wind,NWN,-5.7,0,0
wind,SNW,-5.7,0.233333,0.3
wind,SPW,-5.7,0,0
wind,WNW,-5.7,0.433333,0.657143
wind,WPW,-5.7,0,0
wind,NWN,-5.6,0,0
wind,SNW,-5.6,0.2,0.275
wind,SPW,-5.6,0,0
wind,WNW,-5.6,0.466667,0.685714
wind,WPW,-5.6,0,0
wind,NWN,-5.5,0,0
wind,SNW,-5.5,0.166667,0.25
wind,SPW,-5.5,0,0
wind,WNW,-5.5,0.5,0.714286
wind,WPW,-5.5,0,0
wind,NWN,-5.4,0,0
wind,SNW,-5.4,0.133333,0.225
wind,SPW,-5.4,0,0
wind,WNW,-5.4,0.533333,0.742857
wind,WPW,-5.4,0,0
wind,NWN,-5.3,0,0
wind,SNW,-5.3,0.1,0.2
wind,SPW,-5.3,0,0
wind,WNW,-5.3,0.566667,0.771429
wind,WPW,-5.3,0,0
wind,NWN,-5.2,0,0
wind,SNW,-5.2,0.0666667,0.175
wind,SPW,-5.2,0,0
wind,WNW,-5.2,0.6,0.8
wind,WPW,-5.2,0,0
wind,NWN,-5.1,0,0
wind,SNW,-5.1,0.0333333,0.15
wind,SPW,-5.1,0,0
wind,WNW,-5.1,0.633333,0.828571
wind,WPW,-5.1,0,0
wind,NWN,-5,0,0
wind,SNW,-5,8.28967e-15,0.125
wind,SPW,-5,0,0
wind,WNW,-5,0.666667,0.857143
wind,WPW,-5,0,0
wind,NWN,-4.9,0,0
wind,SNW,-4.9,0,0.1
wind,SPW,-4.9,0,0
wind,WNW,-4.9,0.7,0.885714
wind,WPW,-4.9,0,0
wind,NWN,-4.8,0,0
wind,SNW,-4.8,0,0.075
wind,SPW,-4.8,0,0
wind,WNW,-4.8,0.733333,0.914286
wind,WPW,-4.8,0,0
wind,NWN,-4.7,0,0
wind,SNW,-4.7,0,0.05
wind,SPW,-4.7,0,0
wind,WNW,-4.7,0.766667,0.942857
wind,WPW,-4.7,0,0
wind,NWN,-4.6,0,0
wind,SNW,-4.6,0,0.025
wind,SPW,-4.6,0,0
wind,WNW,-4.6,0.8,0.971429
wind,WPW,-4.6,0,0
wind,NWN,-4.5,0,0
wind,SNW,-4.5,0,6.66134e-15
wind,SPW,-4.5,0,0
wind,WNW,-4.5,0.833333,1
wind,WPW,-4.5,0,0
wind,NWN,-4.4,0,0
wind,SNW,-4.4,0,0
wind,SPW,-4.4,0,0
wind,WNW,-4.4,0.866667,0.977778
wind,WPW,-4.4,0,0
wind,NWN,-4.3,0,0
wind,SNW,-4.3,0,0
wind,SPW,-4.3,0,0
wind,WNW,-4.3,0.9,0.955556
wind,WPW,-4.3,0,0
wind,NWN,-4.2,0,0
wind,SNW,-4.2,0,0
wind,SPW,-4.2,0,0
wind,WNW,-4.2,0.933333,0.933333
wind,WPW,-4.2,0,0
wind,NWN,-4.1,0,0
wind,SNW,-4.1,0,0
wind,SPW,-4.1,0,0
wind,WNW,-4.1,0.911111,0.911111
wind,WPW,-4.1,0,0
wind,NWN,-4,0,0
wind,SNW,-4,0,0
wind,SPW,-4,0,0
wind,WNW,-4,0.888889,0.888889
wind,WPW,-4,0,0
wind,NWN,-3.9,0,0
wind,SNW,-3.9,0,0
wind,SPW,-3.9,0,0
wind,WNW,-3.9,0.866667,0.866667
wind,WPW,-3.9,0,0
wind,NWN,-3.8,0,0
wind,SNW,-3.8,0,0
wind,SPW,-3.8,0,0
wind,WNW,-3.8,0.844444,0.844444
wind,WPW,-3.8,0,0
wind,NWN,-3.7,0,0
wind,SNW,-3.7,0,0
wind,SPW,-3.7,0,0
wind,WNW,-3.7,0.822222,0.822222
wind,WPW,-3.7,0,0
wind,NWN,-3.6,0,0
wind,SNW,-3.6,0,0
wind,SPW,-3.6,0,0
wind,WNW,-3.6,0.8,0.8
wind,WPW,-3.6,0,0
wind,NWN,-3.5,0,0
wind,SNW,-3.5,0,0
wind,SPW,-3.5,0,0
wind,WNW,-3.5,0.777778,0.777778
wind,WPW,-3.5,0,0
wind,NWN,-3.4,0,0
wind,SNW,-3.4,0,0
wind,SPW,-3.4,0,0
wind,WNW,-3.4,0.755556,0.755556
wind,WPW,-3.4,0,0
wind,NWN,-3.3,0,0
wind,SNW,-3.3,0,0
wind,SPW,-3.3,0,0
wind,WNW,-3.3,0.733333,0.733333
wind,WPW,-3.3,0,0
wind,NWN,-3.2,0,0
wind,SNW,-3.2,0,0
wind,SPW,-3.2,0,0
wind,WNW,-3.2,0.711111,0.711111
wind,WPW,-3.2,0,0
wind,NWN,-3.1,0,0
wind,SNW,-3.1,0,0
wind,SPW,-3.1,0,0
wind,WNW,-3.1,0.688889,0.688889
wind,WPW,-3.1,0,0
wind,NWN,-3,0,0
wind,SNW,-3,0,0
wind,SPW,-3,0,0
wind,WNW,-3,0.666667,0.666667
wind,WPW,-3,0,0
wind,NWN,-2.9,0,0
wind,SNW,-2.9,0,0
wind,SPW,-2.9,0,0
wind,WNW,-2.9,0.633333,0.644444
wind,WPW,-2.9,0,0
wind,NWN,-2.8,0,0
wind,SNW,-2.8,0,0
wind,SPW,-2.8,0,0
wind,WNW,-2.8,0.6,0.622222
wind,WPW,-2.8,0,0
wind,NWN,-2.7,0,0
wind,SNW,-2.7,0,0
wind,SPW,-2.7,0,0
wind,WNW,-2.7,0.566667,0.6
wind,WPW,-2.7,0,0
wind,NWN,-2.6,0,0
wind,SNW,-2.6,0,0
wind,SPW,-2.6,0,0
wind,WNW,-2.6,0.533333,0.577778
wind,WPW,-2.6,0,0
wind,NWN,-2.5,0,0
wind,SNW,-2.5,0,0
wind,SPW,-2.5,0,0
wind,WNW,-2.5,0.5,0.555556
wind,WPW,-2.5,0,0
wind,NWN,-2.4,0,0
wind,SNW,-2.4,0,0
wind,SPW,-2.4,0,0
wind,WNW,-2.4,0.466667,0.533333
wind,WPW,-2.4,0,0
wind,NWN,-2.3,0,0
wind,SNW,-2.3,0,0
wind,SPW,-2.3,0,0
wind,WNW,-2.3,0.433333,0.511111
wind,WPW,-2.3,0,0
wind,NWN,-2.2,0,0
wind,SNW,-2.2,0,0
wind,SPW,-2.2,0,0
wind,WNW,-2.2,0.4,0.488889
wind,WPW,-2.2,0,0
wind,NWN,-2.1,0,0
wind,SNW,-2.1,0,0
wind,SPW,-2.1,0,0
wind,WNW,-2.1,0.366667,0.466667
wind,WPW,-2.1,0,0
wind,NWN,-2,0,0
wind,SNW,-2,0,0
wind,SPW,-2,0,0
wind,WNW,-2,0.333333,0.444444
wind,WPW,-2,0,0
wind,NWN,-1.9,0,0
wind,SNW,-1.9,0,0
wind,SPW,-1.9,0,0
wind,WNW,-1.9,0.3,0.422222
wind,WPW,-1.9,0,0
wind,NWN,-1.8,0,0
wind,SNW,-1.8,0,0
wind,SPW,-1.8,0,0
wind,WNW,-1.8,0.266667,0.4
wind,WPW,-1.8,0,0
wind,NWN,-1.7,0,0
wind,SNW,-1.7,0,0
wind,SPW,-1.7,0,0
wind,WNW,-1.7,0.233333,0.377778
wind,WPW,-1.7,0,0
wind,NWN,-1.6,0,0
wind,SNW,-1.6,0,0
wind,SPW,-1.6,0,0
wind,WNW,-1.6,0.2,0.355556
wind,WPW,-1.6,0,0
wind,NWN,-1.5,0,0
wind,SNW,-1.5,0,0
wind,SPW,-1.5,0,0
wind,WNW,-1.5,0.166667,0.333333
wind,WPW,-1.5,0,0
wind,NWN,-1.4,0,0.0666667
wind,SNW,-1.4,0,0
wind,SPW,-1.4,0,0
wind,WNW,-1.4,0.133333,0.311111
wind,WPW,-1.4,0,0
wind,NWN,-1.3,0,0.133333
wind,SNW,-1.3,0,0
wind,SPW,-1.3,0,0
wind,WNW,-1.3,0.1,0.288889
wind,WPW,-1.3,0,0
wind,NWN,-1.2,0,0.2
wind,SNW,-1.2,0,0
wind,SPW,-1.2,0,0
wind,WNW,-1.2,0.0666667,0.266667
wind,WPW,-1.2,0,0
wind,NWN,-1.1,0,0.266667
wind,SNW,-1.1,0,0
wind,SPW,-1.1,0,0
wind,WNW,-1.1,0.0333333,0.244444
wind,WPW,-1.1,0,0
wind,NWN,-1,0,0.333333
wind,SNW,-1,0,0
wind,SPW,-1,0,0
wind,WNW,-1,8.58572e-15,0.222222
wind,WPW,-1,0,0
wind,NWN,-0.9,0.1,0.4
wind,SNW,-0.9,0,0
wind,SPW,-0.9,0,0
wind,WNW,-0.9,0,0.2
wind,WPW,-0.9,0,0
wind,NWN,-0.8,0.2,0.466667
wind,SNW,-0.8,0,0
wind,SPW,-0.8,0,0
wind,WNW,-0.8,0,0.177778
wind,WPW,-0.8,0,0
wind,NWN,-0.7,0.3,0.533333
wind,SNW,-0.7,0,0
wind,SPW,-0.7,0,0
wind,WNW,-0.7,0,0.155556
wind,WPW,-0.7,0,0
wind,NWN,-0.6,0.4,0.6
wind,SNW,-0.6,0,0
wind,SPW,-0.6,0,0
wind,WNW,-0.6,0,0.133333
wind,WPW,-0.6,0,0
wind,NWN,-0.5,0.5,0.666667
wind,SNW,-0.5,0,0
wind,SPW,-0.5,0,0
wind,WNW,-0.5,0,0.111111
wind,WPW,-0.5,0,0
wind,NWN,-0.4,0.6,0.733333
wind,SNW,-0.4,0,0
wind,SPW,-0.4,0,0
wind,WNW,-0.4,0,0.0888889
wind,WPW,-0.4,0,0
wind,NWN,-0.3,0.7,0.8
wind,SNW,-0.3,0,0
wind,SPW,-0.3,0,0
wind,WNW,-0.3,0,0.0666667
wind,WPW,-0.3,0,0
wind,NWN,-0.2,0.8,0.866667
wind,SNW,-0.2,0,0
wind,SPW,-0.2,0,0
wind,WNW,-0.2,0,0.0444444
wind,WPW,-0.2,0,0
wind,NWN,-0.1,0.9,0.933333
wind,SNW,-0.1,0,0
wind,SPW,-0.1,0,0
wind,WNW,-0.1,0,0.0222222
wind,WPW,-0.1,0,0
wind,NWN,-2.5896e-14,1,1
wind,SNW,-2.5896e-14,0,0
wind,SPW,-2.5896e-14,0,0
wind,WNW,-2.5896e-14,0,5.75466e-15
wind,WPW,-2.5896e-14,0,0
wind,NWN,0.1,0.9,0.933333
wind,SNW,0.1,0,0
wind,SPW,0.1,0,0
wind,WNW,0.1,0,0
wind,WPW,0.1,0,0.0222222
wind,NWN,0.2,0.8,0.866667
wind,SNW,0.2,0,0
wind,SPW,0.2,0,0
wind,WNW,0.2,0,0
wind,WPW,0.2,0,0.0444444
wind,NWN,0.3,0.7,0.8
wind,SNW,0.3,0,0
wind,SPW,0.3,0,0
wind,WNW,0.3,0,0
wind,WPW,0.3,0,0.0666667
wind,NWN,0.4,0.6,0.733333
wind,SNW,0.4,0,0
wind,SPW,0.4,0,0
wind,WNW,0.4,0,0
wind,WPW,0.4,0,0.0888889
wind,NWN,0.5,0.5,0.666667
wind,SNW,0.5,0,0
wind,SPW,0.5,0,0
wind,WNW,0.5,0,0
wind,WPW,0.5,0,0.111111
wind,NWN,0.6,0.4,0.6
wind,SNW,0.6,0,0
wind,SPW,0.6,0,0
wind,WNW,0.6,0,0
wind,WPW,0.6,0,0.133333
wind,NWN,0.7,0.3,0.533333
wind,SNW,0.7,0,0
wind,SPW,0.7,0,0
wind,WNW,0.7,0,0
wind,WPW,0.7,0,0.155556
wind,NWN,0.8,0.2,0.466667
wind,SNW,0.8,0,0
wind,SPW,0.8,0,0
wind,WNW,0.8,0,0
wind,WPW,0.8,0,0.177778
wind,NWN,0.9,0.1,0.4
wind,SNW,0.9,0,0
wind,SPW,0.9,0,0
wind,WNW,0.9,0,0
wind,WPW,0.9,0,0.2
wind,NWN,1,2.59792e-14,0.333333
wind,SNW,1,0,0
wind,SPW,1,0,0
wind,WNW,1,0,0
wind,WPW,1,0,0.222222
wind,NWN,1.1,0,0.266667
wind,SNW,1.1,0,0
wind,SPW,1.1,0,0
wind,WNW,1.1,0,0
wind,WPW,1.1,0.0333333,0.244444
wind,NWN,1.2,0,0.2
wind,SNW,1.2,0,0
wind,SPW,1.2,0,0
wind,WNW,1.2,0,0
wind,WPW,1.2,0.0666667,0.266667
wind,NWN,1.3,0,0.133333
wind,SNW,1.3,0,0
wind,SPW,1.3,0,0
wind,WNW,1.3,0,0
wind,WPW,1.3,0.1,0.288889
wind,NWN,1.4,0,0.0666667
wind,SNW,1.4,0,0
wind,SPW,1.4,0,0
wind,WNW,1.4,0,0
wind,WPW,1.4,0.133333,0.311111
wind,NWN,1.5,0,1.70234e-14
wind,SNW,1.5,0,0
wind,SPW,1.5,0,0
wind,WNW,1.5,0,0
wind,WPW,1.5,0.166667,0.333333
wind,NWN,1.6,0,0
wind,SNW,1.6,0,0
wind,SPW,1.6,0,0
wind,WNW,1.6,0,0
wind,WPW,1.6,0.2,0.355556
wind,NWN,1.7,0,0
wind,SNW,1.7,0,0
wind,SPW,1.7,0,0
wind,WNW,1.7,0,0
wind,WPW,1.7,0.233333,0.377778
wind,NWN,1.8,0,0
wind,SNW,1.8,0,0
wind,SPW,1.8,0,0
wind,WNW,1.8,0,0
wind,WPW,1.8,0.266667,0.4
wind,NWN,1.9,0,0
wind,SNW,1.9,0,0
wind,SPW,1.9,0,0
wind,WNW,1.9,0,0
wind,WPW,1.9,0.3,0.422222
wind,NWN,2,0,0
wind,SNW,2,0,0
wind,SPW,2,0,0
wind,WNW,2,0,0
wind,WPW,2,0.333333,0.444444
wind,NWN,2.1,0,0
wind,SNW,2.1,0,0
wind,SPW,2.1,0,0
wind,WNW,2.1,0,0
wind,WPW,2.1,0.366667,0.466667
wind,NWN,2.2,0,0
wind,SNW,2.2,0,0
wind,SPW,2.2,0,0
wind,WNW,2.2,0,0
wind,WPW,2.2,0.4,0.488889
wind,NWN,2.3,0,0
wind,SNW,2.3,0,0
wind,SPW,2.3,0,0
wind,WNW,2.3,0,0
wind,WPW,2.3,0.433333,0.511111
wind,NWN,2.4,0,0
wind,SNW,2.4,0,0
wind,SPW,2.4,0,0
wind,WNW,2.4,0,0
wind,WPW,2.4,0.466667,0.533333
wind,NWN,2.5,0,0
wind,SNW,2.5,0,0
wind,SPW,2.5,0,0
wind,WNW,2.5,0,0
wind,WPW,2.5,0.5,0.555556
wind,NWN,2.6,0,0
wind,SNW,2.6,0,0
wind,SPW,2.6,0,0
wind,WNW,2.6,0,0
wind,WPW,2.6,0.533333,0.577778
wind,NWN,2.7,0,0
wind,SNW,2.7,0,0
wind,SPW,2.7,0,0
wind,WNW,2.7,0,0
wind,WPW,2.7,0.566667,0.6
wind,NWN,2.8,0,0
wind,SNW,2.8,0,0
wind,SPW,2.8,0,0
wind,WNW,2.8,0,0
wind,WPW,2.8,0.6,0.622222
wind,NWN,2.9,0,0
wind,SNW,2.9,0,0
wind,SPW,2.9,0,0
wind,WNW,2.9,0,0
wind,WPW,2.9,0.633333,0.644444
wind,NWN,3,0,0
wind,SNW,3,0,0
wind,SPW,3,0,0
wind,WNW,3,0,0
wind,WPW,3,0.666667,0.666667
wind,NWN,3.1,0,0
wind,SNW,3.1,0,0
wind,SPW,3.1,0,0
wind,WNW,3.1,0,0
wind,WPW,3.1,0.688889,0.688889
wind,NWN,3.2,0,0
wind,SNW,3.2,0,0
wind,SPW,3.2,0,0
wind,WNW,3.2,0,0
wind,WPW,3.2,0.711111,0.711111
wind,NWN,3.3,0,0
wind,SNW,3.3,0,0
wind,SPW,3.3,0,0
wind,WNW,3.3,0,0
wind,WPW,3.3,0.733333,0.733333
wind,NWN,3.4,0,0
wind,SNW,3.4,0,0
wind,SPW,3.4,0,0
wind,WNW,3.4,0,0
wind,WPW,3.4,0.755556,0.755556
wind,NWN,3.5,0,0
wind,SNW,3.5,0,0
wind,SPW,3.5,0,0
wind,WNW,3.5,0,0
wind,WPW,3.5,0.777778,0.777778
wind,NWN,3.6,0,0
wind,SNW,3.6,0,0
wind,SPW,3.6,0,0
wind,WNW,3.6,0,0
wind,WPW,3.6,0.8,0.8
wind,NWN,3.7,0,0
wind,SNW,3.7,0,0
wind,SPW,3.7,0,0
wind,WNW,3.7,0,0
wind,WPW,3.7,0.822222,0.822222
wind,NWN,3.8,0,0
wind,SNW,3.8,0,0
wind,SPW,3.8,0,0
wind,WNW,3.8,0,0
wind,WPW,3.8,0.844444,0.844444
wind,NWN,3.9,0,0
wind,SNW,3.9,0,0
wind,SPW,3.9,0,0
wind,WNW,3.9,0,0
wind,WPW,3.9,0.866667,0.866667
wind,NWN,4,0,0
wind,SNW,4,0,0
wind,SPW,4,0,0
wind,WNW,4,0,0
wind,WPW,4,0.888889,0.888889
wind,NWN,4.1,0,0
wind,SNW,4.1,0,0
wind,SPW,4.1,0,0
wind,WNW,4.1,0,0
wind,WPW,4.1,0.911111,0.911111
wind,NWN,4.2,0,0
wind,SNW,4.2,0,0
wind,SPW,4.2,0,0
wind,WNW,4.2,0,0
wind,WPW,4.2,0.933333,0.933333
wind,NWN,4.3,0,0
wind,SNW,4.3,0,0
wind,SPW,4.3,0,0
wind,WNW,4.3,0,0
wind,WPW,4.3,0.9,0.955556
wind,NWN,4.4,0,0
wind,SNW,4.4,0,0
wind,SPW,4.4,0,0
wind,WNW,4.4,0,0
wind,WPW,4.4,0.866667,0.977778
wind,NWN,4.5,0,0
wind,SNW,4.5,0,0
wind,SPW,4.5,0,0
wind,WNW,4.5,0,0
wind,WPW,4.5,0.833333,1
wind,NWN,4.6,0,0
wind,SNW,4.6,0,0
wind,SPW,4.6,0,0
wind,WNW,4.6,0,0
wind,WPW,4.6,0.8,0.971429
wind,NWN,4.7,0,0
wind,SNW,4.7,0,0
wind,SPW,4.7,0,0
wind,WNW,4.7,0,0
wind,WPW,4.7,0.766667,0.942857
wind,NWN,4.8,0,0
wind,SNW,4.8,0,0
wind,SPW,4.8,0,0
wind,WNW,4.8,0,0
wind,WPW,4.8,0.733333,0.914286
wind,NWN,4.9,0,0
wind,SNW,4.9,0,0
wind,SPW,4.9,0,0
wind,WNW,4.9,0,0
wind,WPW,4.9,0.7,0.885714
wind,NWN,5,0,0
wind,SNW,5,0,0
wind,SPW,5,0,0
wind,WNW,5,0,0
wind,WPW,5,0.666667,0.857143
wind,NWN,5.1,0,0
wind,SNW,5.1,0,0
wind,SPW,5.1,0,0
wind,WNW,5.1,0,0
wind,WPW,5.1,0.633333,0.828571
wind,NWN,5.2,0,0
wind,SNW,5.2,0,0
wind,SPW,5.2,0,0
wind,WNW,5.2,0,0
wind,WPW,5.2,0.6,0.8
wind,NWN,5.3,0,0
wind,SNW,5.3,0,0
wind,SPW,5.3,0,0
wind,WNW,5.3,0,0
wind,WPW,5.3,0.566667,0.771429
wind,NWN,5.4,0,0
wind,SNW,5.4,0,0
wind,SPW,5.4,0,0
wind,WNW,5.4,0,0
wind,WPW,5.4,0.533333,0.742857
wind,NWN,5.5,0,0
wind,SNW,5.5,0,0
wind,SPW,5.5,0,0
wind,WNW,5.5,0,0
wind,WPW,5.5,0.5,0.714286
wind,NWN,5.6,0,0
wind,SNW,5.6,0,0
wind,SPW,5.6,0,0.0333333
wind,WNW,5.6,0,0
wind,WPW,5.6,0.466667,0.685714
wind,NWN,5.7,0,0
wind,SNW,5.7,0,0
wind,SPW,5.7,0,0.0666667
wind,WNW,5.7,0,0
wind,WPW,5.7,0.433333,0.657143
wind,NWN,5.8,0,0
wind,SNW,5.8,0,0
wind,SPW,5.8,0,0.1
wind,WNW,5.8,0,0
wind,WPW,5.8,0.4,0.628571
wind,NWN,5.9,0,0
wind,SNW,5.9,0,0
wind,SPW,5.9,0,0.133333
wind,WNW,5.9,0,0
wind,WPW,5.9,0.366667,0.6
wind,NWN,6,0,0
wind,SNW,6,0,0
wind,SPW,6,0,0.166667
wind,WNW,6,0,0
wind,WPW,6,0.333333,0.571429
wind,NWN,6.1,0,0
wind,SNW,6.1,0,0
wind,SPW,6.1,0.05,0.2
wind,WNW,6.1,0,0
wind,WPW,6.1,0.3,0.542857
wind,NWN,6.2,0,0
wind,SNW,6.2,0,0
wind,SPW,6.2,0.1,0.233333
wind,WNW,6.2,0,0
wind,WPW,6.2,0.266667,0.514286
wind,NWN,6.3,0,0
wind,SNW,6.3,0,0
wind,SPW,6.3,0.15,0.266667
wind,WNW,6.3,0,0
wind,WPW,6.3,0.233333,0.485714
wind,NWN,6.4,0,0
wind,SNW,6.4,0,0
wind,SPW,6.4,0.2,0.3
wind,WNW,6.4,0,0
wind,WPW,6.4,0.2,0.457143
wind,NWN,6.5,0,0
wind,SNW,6.5,0,0
wind,SPW,6.5,0.25,0.333333
wind,WNW,6.5,0,0
wind,WPW,6.5,0.166667,0.428571
wind,NWN,6.6,0,0
wind,SNW,6.6,0,0
wind,SPW,6.6,0.3,0.366667
wind,WNW,6.6,0,0
wind,WPW,6.6,0.133333,0.4
wind,NWN,6.7,0,0
wind,SNW,6.7,0,0
wind,SPW,6.7,0.35,0.4
wind,WNW,6.7,0,0
wind,WPW,6.7,0.1,0.371429
wind,NWN,6.8,0,0
wind,SNW,6.8,0,0
wind,SPW,6.8,0.4,0.433333
wind,WNW,6.8,0,0
wind,WPW,6.8,0.0666667,0.342857
wind,NWN,6.9,0,0
wind,SNW,6.9,0,0
wind,SPW,6.9,0.45,0.466667
wind,WNW,6.9,0,0
wind,WPW,6.9,0.0333333,0.314286
wind,NWN,7,0,0
wind,SNW,7,0,0
wind,SPW,7,0.5,0.5
wind,WNW,7,0,0
wind,WPW,7,1.12503e-14,0.285714
wind,NWN,7.1,0,0
wind,SNW,7.1,0,0
wind,SPW,7.1,0.533333,0.533333
wind,WNW,7.1,0,0
wind,WPW,7.1,0,0.257143
wind,NWN,7.2,0,0
wind,SNW,7.2,0,0
wind,SPW,7.2,0.566667,0.566667
wind,WNW,7.2,0,0
wind,WPW,7.2,0,0.228571
wind,NWN,7.3,0,0
wind,SNW,7.3,0,0
wind,SPW,7.3,0.6,0.6
wind,WNW,7.3,0,0
wind,WPW,7.3,0,0.2
wind,NWN,7.4,0,0
wind,SNW,7.4,0,0
wind,SPW,7.4,0.633333,0.633333
wind,WNW,7.4,0,0
wind,WPW,7.4,0,0.171429
wind,NWN,7.5,0,0
wind,SNW,7.5,0,0
wind,SPW,7.5,0.666667,0.666667
wind,WNW,7.5,0,0
wind,WPW,7.5,0,0.142857
wind,NWN,7.6,0,0
wind,SNW,7.6,0,0
wind,SPW,7.6,0.7,0.7
wind,WNW,7.6,0,0
wind,WPW,7.6,0,0.114286
wind,NWN,7.7,0,0
wind,SNW,7.7,0,0
wind,SPW,7.7,0.733333,0.733333
wind,WNW,7.7,0,0
wind,WPW,7.7,0,0.0857143
wind,NWN,7.8,0,0
wind,SNW,7.8,0,0
wind,SPW,7.8,0.766667,0.766667
wind,WNW,7.8,0,0
wind,WPW,7.8,0,0.0571429
