Time,TargetX0,CurrentX0,ErrorX0,PIDOutX0,FLSCorrX0,FinalCmdX0,PTermX0,ITermX0,DTermX0,TargetY0,CurrentY0,ErrorY0,PIDOutY0,FLSCorrY0,FinalCmdY0,PTermY0,ITermY0,DTermY0,TargetX1,CurrentX1,ErrorX1,PIDOutX1,FLSCorrX1,FinalCmdX1,PTermX1,ITermX1,DTermX1,TargetY1,CurrentY1,ErrorY1,PIDOutY1,FLSCorrY1,FinalCmdY1,PTermY1,ITermY1,DTermY1,TargetX2,CurrentX2,ErrorX2,PIDOutX2,FLSCorrX2,FinalCmdX2,PTermX2,ITermX2,DTermX2,TargetY2,CurrentY2,ErrorY2,PIDOutY2,FLSCorrY2,FinalCmdY2,PTermY2,ITermY2,DTermY2,SimWindX,SimWindY
0,5,0.0245,5,10,0,10,120,0.8,-0,7.3094,1.1745,6.1594,10,0,10,147.826,0.985504,-0,3,-1.9755,5,10,0,10,120,0.8,-0,3.8453,-1.9755,5.8453,10,0,10,140.287,0.935248,-0,7,2.0245,5,10,0,10,120,0.8,-0,3.8453,-1.9755,5.8453,10,0,10,140.287,0.935248,-0,0,0
0.05,5,0.07301,4.9755,10,0,10,119.412,1.59608,-58.212,7.3094,1.22301,6.1349,10,0,10,147.238,1.96709,-58.212,3,-1.92699,4.9755,10,0,10,119.412,1.59608,-58.212,3.8453,-1.92699,5.8208,10,0,10,139.699,1.86658,-58.212,7,2.07301,4.9755,10,0,10,119.412,1.59608,-58.212,3.8453,-1.92699,5.8208,10,0,10,139.699,1.86658,-58.212,0,0
0.1,5,0.133712,4.92699,5.3724,0,5.3724,118.248,2.3844,-115.26,7.3094,1.29505,6.08639,10,0,10,146.073,2.94091,-115.26,3,-1.86629,4.92699,5.3724,0,5.3724,118.248,2.3844,-115.26,3.8453,-1.85495,5.77229,10,0,10,138.535,2.79014,-115.26,7,2.13371,4.92699,5.3724,0,5.3724,118.248,2.3844,-115.26,3.8453,-1.85495,5.77229,10,0,10,138.535,2.79014,-115.26,0,0
0.15,5,0.1687,4.86629,-10,0,-10,116.791,3.163,-144.228,7.3094,1.34115,6.01435,-10,0,-10,144.344,3.90321,-171.167,3,-1.8313,4.86629,-10,0,-10,116.791,3.163,-144.228,3.8453,-1.80885,5.70025,-10,0,-10,136.806,3.70218,-171.167,7,2.1687,4.86629,-10,0,-10,116.791,3.163,-144.228,3.8453,-1.80885,5.70025,-10,0,-10,136.806,3.70218,-171.167,0,0
0.2,5,0.227489,4.8313,10,0,10,115.951,3.93601,-83.1318,7.3094,1.41083,5.96825,10,0,10,143.238,4.85813,-109.531,3,-1.77251,4.8313,10,0,10,115.951,3.93601,-83.1318,3.8453,-1.73917,5.65415,10,0,10,135.7,4.60685,-109.531,7,2.22749,4.8313,10,0,10,115.951,3.93601,-83.1318,3.8453,-1.73917,5.65415,10,0,10,135.7,4.60685,-109.531,0,0
0.25,5,0.260601,4.77251,-10,0,-10,114.54,4.69961,-139.681,7.3094,1.45461,5.89858,-10,0,-10,141.566,5.8019,-165.553,3,-1.7394,4.77251,-10,0,-10,114.54,4.69961,-139.681,3.8453,-1.69539,5.58447,-10,0,-10,134.027,5.50036,-165.553,7,2.2606,4.77251,-10,0,-10,114.54,4.69961,-139.681,3.8453,-1.69539,5.58447,-10,0,-10,134.027,5.50036,-165.553,0,0
0.3,5,0.317552,4.7394,10,0,10,113.746,5.45792,-78.6755,7.3094,1.52202,5.85479,10,0,10,140.515,6.73867,-104.03,3,-1.68245,4.7394,10,0,10,113.746,5.45792,-78.6755,3.8453,-1.62798,5.54069,10,0,10,132.977,6.38687,-104.03,7,2.31755,4.7394,10,0,10,113.746,5.45792,-78.6755,3.8453,-1.62798,5.54069,10,0,10,132.977,6.38687,-104.03,0,0
0.35,5,0.348863,4.68245,-10,0,-10,112.379,6.20711,-135.314,7.3094,1.56358,5.78738,-10,0,-10,138.897,7.66465,-160.161,3,-1.65114,4.68245,-10,0,-10,112.379,6.20711,-135.314,3.8453,-1.58642,5.47328,-10,0,-10,131.359,7.2626,-160.161,7,2.34886,4.68245,-10,0,-10,112.379,6.20711,-135.314,3.8453,-1.58642,5.47328,-10,0,-10,131.359,7.2626,-160.161,0,0
0.4,5,0.404048,4.65114,10,0,10,111.627,6.95129,-74.3958,7.3094,1.62881,5.74582,10,0,10,137.9,8.58398,-98.7457,3,-1.59595,4.65114,10,0,10,111.627,6.95129,-74.3958,3.8453,-1.52119,5.43172,10,0,10,130.361,8.13167,-98.7457,7,2.40405,4.65114,10,0,10,111.627,6.95129,-74.3958,3.8453,-1.52119,5.43172,10,0,10,130.361,8.13167,-98.7457,0,0
0.45,5,0.43363,4.59595,-10,0,-10,110.303,7.68664,-131.12,7.3094,1.6703,5.6806,-9.15566,0,-9.15566,136.334,9.49287,-154.983,3,-1.56637,4.59595,-10,0,-10,110.303,7.68664,-131.12,3.8453,-1.48177,5.36649,-10,0,-10,128.796,8.99031,-154.983,7,2.43363,4.59595,-10,0,-10,110.303,7.68664,-131.12,3.8453,-1.48177,5.36649,-10,0,-10,128.796,8.99031,-154.983,0,0
