Time,TargetX0,CurrentX0,ErrorX0,PIDOutX0,FLSCorrX0,FinalCmdX0,PTermX0,ITermX0,DTermX0,TargetY0,CurrentY0,ErrorY0,PIDOutY0,FLSCorrY0,FinalCmdY0,PTermY0,ITermY0,DTermY0,TargetX1,CurrentX1,ErrorX1,PIDOutX1,FLSCorrX1,FinalCmdX1,PTermX1,ITermX1,DTermX1,TargetY1,CurrentY1,ErrorY1,PIDOutY1,FLSCorrY1,FinalCmdY1,PTermY1,ITermY1,DTermY1,TargetX2,CurrentX2,ErrorX2,PIDOutX2,FLSCorrX2,FinalCmdX2,PTermX2,ITermX2,DTermX2,TargetY2,CurrentY2,ErrorY2,PIDOutY2,FLSCorrY2,FinalCmdY2,PTermY2,ITermY2,DTermY2,SimWindX,SimWindY
67.7,0,-1.10635,0.872587,1.27485,0,1.27485,2.70502,-2.06295,0.632777,-2.6906,-2.82344,0.332305,2.68163,0,2.68163,1.03015,1.01244,0.639051,-2,-3.10266,0.869174,1.2544,0,1.2544,2.69444,-2.06378,0.62374,-6.1547,-6.29563,0.339313,2.72656,0,2.72656,1.05187,1.0146,0.66009,2,0.897342,0.869174,1.2544,0,1.2544,2.69444,-2.06378,0.62374,-6.1547,-6.29563,0.339313,2.72656,0,2.72656,1.05187,1.0146,0.66009,-1.00269,0
67.8,0,-1.32706,1.10635,2.49477,0,2.49477,3.42969,-2.01869,1.08378,-2.6906,-2.60291,0.132844,1.5659,0,1.5659,0.411818,1.01775,0.136333,-2,-3.3233,1.10266,2.4736,0,2.4736,3.41824,-2.01967,1.07503,-6.1547,-6.07571,0.14093,1.61475,0,1.61475,0.436883,1.02023,0.157638,2,0.676697,1.10266,2.4736,0,2.4736,3.41824,-2.01967,1.07503,-6.1547,-6.07571,0.14093,1.61475,0,1.61475,0.436883,1.02023,0.157638,-0.71978,0
67.9,0,-1.52139,1.32706,3.60924,0,3.60924,4.11389,-1.96561,1.46096,-2.6906,-2.37249,-0.0876864,0.379946,0,0.379946,-0.271828,1.01424,-0.362468,-2,-3.51778,1.3233,3.58845,0,3.58845,4.10224,-1.96674,1.45295,-6.1547,-5.84542,-0.0789879,0.430265,0,0.430265,-0.244862,1.01707,-0.341945,2,0.482216,1.3233,3.58845,0,3.58845,4.10224,-1.96674,1.45295,-6.1547,-5.84542,-0.0789879,0.430265,0,0.430265,-0.244862,1.01707,-0.341945,-0.419169,0
68,0,-1.67749,1.52139,4.55397,0,4.55397,4.71632,-1.90475,1.7424,-2.6906,-2.14355,-0.318108,-0.817766,0,-0.817766,-0.986135,1.00152,-0.833149,-2,-3.67422,1.51778,4.53461,0,4.53461,4.70513,-1.90603,1.73551,-6.1547,-5.61612,-0.309283,-0.768477,0,-0.768477,-0.958778,1.0047,-0.814401,2,0.325784,1.51778,4.53461,0,4.53461,4.70513,-1.90603,1.73551,-6.1547,-5.61612,-0.309283,-0.768477,0,-0.768477,-0.958778,1.0047,-0.814401,-0.108248,0
68.1,0,-1.78543,1.67749,5.27412,0,5.27412,5.20021,-1.83765,1.91156,-2.6906,-1.92711,-0.547049,-1.96972,0,-1.96972,-1.69585,0.979636,-1.25351,-2,-3.78267,1.67422,5.25712,0,5.25712,5.19007,-1.83906,1.90611,-6.1547,-5.39887,-0.538581,-1.92386,0,-1.92386,-1.6696,0.983159,-1.23742,2,0.217332,1.67422,5.25712,0,5.25712,5.19007,-1.83906,1.90611,-6.1547,-5.39887,-0.538581,-1.92386,0,-1.92386,-1.6696,0.983159,-1.23742,0.205337,0
68.2,0,-1.83762,1.78543,5.72646,0,5.72646,5.53482,-1.76624,1.95788,-2.6906,-1.73341,-0.763488,-3.02204,0,-3.02204,-2.36681,0.949096,-1.60432,-2,-3.83552,1.78267,5.71261,0,5.71261,5.52627,-1.76775,1.95409,-6.1547,-5.20395,-0.755831,-2.98177,0,-2.98177,-2.34308,0.952925,-1.59162,2,0.164482,1.78267,5.71261,0,5.71261,5.52627,-1.76775,1.95409,-6.1547,-5.20395,-0.755831,-2.98177,0,-2.98177,-2.34308,0.952925,-1.59162,0.513871,0
68.3,0,-1.82902,1.83762,5.88079,0,5.88079,5.69661,-1.69273,1.87691,-2.6906,-1.57155,-0.95719,-3.92651,0,-3.92651,-2.96729,0.910809,-1.87003,-2,-3.82769,1.83552,5.87073,0,5.87073,5.6901,-1.69433,1.87495,-6.1547,-5.04052,-0.950753,-3.89373,0,-3.89373,-2.94734,0.914895,-1.86129,2,0.172307,1.83552,5.87073,0,5.87073,5.6901,-1.69433,1.87495,-6.1547,-5.04052,-0.950753,-3.89373,0,-3.89373,-2.94734,0.914895,-1.86129,0.809764,0
68.4,0,-1.75732,1.82902,5.72068,0,5.72068,5.66995,-1.61957,1.6703,-2.6906,-1.44929,-1.11905,-4.6421,0,-4.6421,-3.46904,0.866047,-2.03911,-2,-3.75686,1.82769,5.71487,0,5.71487,5.66585,-1.62122,1.67024,-6.1547,-4.91641,-1.11418,-4.61831,0,-4.61831,-3.45395,0.870328,-2.03469,2,0.243141,1.82769,5.71487,0,5.71487,5.66585,-1.62122,1.67024,-6.1547,-4.91641,-1.11418,-4.61831,0,-4.61831,-3.45395,0.870328,-2.03469,1.08574,0
68.5,0,-1.62321,1.75732,5.24395,0,5.24395,5.44769,-1.54928,1.34553,-2.6906,-1.37277,-1.24131,-5.13586,0,-5.13586,-3.84807,0.816394,-2.10419,-2,-3.62366,1.75686,5.2427,0,5.2427,5.44626,-1.55095,1.34738,-6.1547,-4.83786,-1.23829,-5.12217,0,-5.12217,-3.8387,0.820797,-2.10427,2,0.376342,1.75686,5.2427,0,5.2427,5.44626,-1.55095,1.34738,-6.1547,-4.83786,-1.23829,-5.12217,0,-5.12217,-3.8387,0.820797,-2.10427,1.33501,0
68.6,0,-1.43071,1.62321,4.46352,0,4.46352,5.03194,-1.48435,0.91593,-2.6906,-1.34626,-1.31783,-5.38368,0,-5.38368,-4.08526,0.763681,-2.0621,-2,-3.43208,1.62366,4.46694,0,4.46694,5.03334,-1.486,0.919604,-6.1547,-4.8092,-1.31684,-5.38076,0,-5.38076,-4.08222,0.768123,-2.06667,2,0.567918,1.62366,4.46694,0,4.46694,5.03334,-1.486,0.919604,-6.1547,-4.8092,-1.31684,-5.38076,0,-5.38076,-4.08222,0.768123,-2.06667,1.55143,0
