Time,TargetX0,CurrentX0,VelX0,ErrorX0,PIDOutX0,PTermX0,ITermX0,DTermX0,TargetY0,CurrentY0,VelY0,ErrorY0,PIDOutY0,PTermY0,ITermY0,DTermY0,TargetX1,CurrentX1,VelX1,ErrorX1,PIDOutX1,PTermX1,ITermX1,DTermX1,TargetY1,CurrentY1,VelY1,ErrorY1,PIDOutY1,PTermY1,ITermY1,DTermY1,TargetX2,CurrentX2,VelX2,ErrorX2,PIDOutX2,PTermX2,ITermX2,DTermX2,TargetY2,CurrentY2,VelY2,ErrorY2,PIDOutY2,PTermY2,ITermY2,DTermY2
9.55,5,5.19725,-0.00351509,-0.197252,-0.00773473,-0.296141,0.284566,0.00384011,7.3094,7.51609,-0.00366933,-0.206685,-0.00809703,-0.310303,0.298199,0.00400724,3,3.08434,-0.00150664,-0.0843425,-0.00330926,-0.126627,0.121671,0.00164631,3.8453,3.95341,-0.00193116,-0.108107,-0.0042417,-0.162306,0.155954,0.00211019,7,7.14057,-0.00251107,-0.140571,-0.00551543,-0.211045,0.202785,0.00274386,3.8453,3.95341,-0.00193116,-0.108107,-0.0042417,-0.162306,0.155954,0.00211019
9.6,5,5.19706,-0.00381652,-0.197061,-0.00758623,-0.295878,0.284073,0.00421811,7.3094,7.51589,-0.00398513,-0.206486,-0.00794258,-0.310028,0.297682,0.0044032,3,3.08426,-0.00163554,-0.0842607,-0.00324546,-0.126514,0.12146,0.00180797,3.8453,3.9533,-0.00209638,-0.108003,-0.00415992,-0.162161,0.155684,0.0023174,7,7.14043,-0.0027259,-0.140435,-0.0054091,-0.210856,0.202434,0.00301329,3.8453,3.9533,-0.00209638,-0.108003,-0.00415992,-0.162161,0.155684,0.0023174
9.65,5,5.19686,-0.0041043,-0.196856,-0.00743093,-0.295591,0.283581,0.00457982,7.3094,7.51567,-0.0042867,-0.206272,-0.00778095,-0.309729,0.297166,0.00478216,3,3.08417,-0.00175859,-0.0841728,-0.00317877,-0.126391,0.12125,0.00196265,3.8453,3.95319,-0.0022541,-0.10789,-0.00407444,-0.162004,0.155414,0.00251565,7,7.14029,-0.00293098,-0.140288,-0.00529795,-0.210652,0.202083,0.00327108,3.8453,3.95319,-0.0022541,-0.10789,-0.00407444,-0.162004,0.155414,0.00251565
9.7,5,5.19664,-0.00437844,-0.196637,-0.00726991,-0.295283,0.283088,0.00492516,7.3094,7.51544,-0.00457401,-0.206043,-0.00761325,-0.309408,0.29665,0.00514404,3,3.08408,-0.00187579,-0.084079,-0.00310965,-0.126259,0.121039,0.0021103,3.8453,3.95307,-0.00240432,-0.10777,-0.00398585,-0.161835,0.155144,0.00270492,7,7.14013,-0.00312631,-0.140132,-0.00518275,-0.210432,0.201732,0.00351717,3.8453,3.95307,-0.00240432,-0.10777,-0.00398585,-0.161835,0.155144,0.00270492
9.75,5,5.1964,-0.00463897,-0.196405,-0.00710415,-0.294955,0.282597,0.00525413,7.3094,7.5152,-0.00484712,-0.205801,-0.00744053,-0.309065,0.296135,0.00548881,3,3.08398,-0.00198716,-0.0839797,-0.00303852,-0.126119,0.120829,0.00225095,3.8453,3.95294,-0.00254708,-0.107642,-0.00389468,-0.161654,0.154875,0.00288519,7,7.13997,-0.00331193,-0.139966,-0.00506421,-0.210198,0.201382,0.00375158,3.8453,3.95294,-0.00254708,-0.107642,-0.00389468,-0.161654,0.154875,0.00288519
9.8,5,5.19616,-0.00488599,-0.19616,-0.00693459,-0.294607,0.282106,0.00556677,7.3094,7.51495,-0.0051061,-0.205545,-0.00726377,-0.308701,0.295621,0.00581654,3,3.08388,-0.00209274,-0.083875,-0.00296579,-0.125969,0.120619,0.00238459,3.8453,3.95281,-0.0026824,-0.107508,-0.00380145,-0.161463,0.154606,0.00305649,7,7.13979,-0.0034879,-0.139792,-0.00494298,-0.209949,0.201032,0.00397432,3.8453,3.95281,-0.0026824,-0.107508,-0.00380145,-0.161463,0.154606,0.00305649
9.85,5,5.1959,-0.00511961,-0.195905,-0.00676213,-0.294241,0.281615,0.00586319,7.3094,7.51468,-0.00535109,-0.205278,-0.0070839,-0.308318,0.295107,0.00612732,3,3.08377,-0.00219259,-0.0837654,-0.00289183,-0.125813,0.120409,0.00251129,3.8453,3.95267,-0.00281038,-0.107368,-0.00370664,-0.161262,0.154337,0.00321889,7,7.13961,-0.00365431,-0.139609,-0.00481971,-0.209688,0.200682,0.00418548,3.8453,3.95267,-0.00281038,-0.107368,-0.00370664,-0.161262,0.154337,0.00321889
9.9,5,5.19564,-0.00534001,-0.195638,-0.00658757,-0.293857,0.281126,0.00614354,7.3094,7.5144,-0.00558225,-0.204999,-0.00690178,-0.307917,0.294594,0.00642131,3,3.08365,-0.00228677,-0.0836511,-0.00281698,-0.125648,0.1202,0.0026311,3.8453,3.95252,-0.0029311,-0.107221,-0.00361071,-0.161052,0.154068,0.00337246,7,7.13942,-0.00381128,-0.139418,-0.00469497,-0.209413,0.200333,0.00438517,3.8453,3.95252,-0.0029311,-0.107221,-0.00361071,-0.161052,0.154068,0.00337246
9.95,5,5.19536,-0.00554739,-0.19536,-0.00641168,-0.293456,0.280637,0.00640802,7.3094,7.51411,-0.0057998,-0.204709,-0.00671821,-0.307498,0.294081,0.00669871,3,3.08353,-0.00237537,-0.0835323,-0.00274159,-0.125477,0.119991,0.00274412,3.8453,3.95237,-0.00304467,-0.107069,-0.00351407,-0.160832,0.1538,0.00351732,7,7.13922,-0.00395895,-0.13922,-0.00456931,-0.209128,0.199985,0.00457353,3.8453,3.95237,-0.00304467,-0.107069,-0.00351407,-0.160832,0.1538,0.00351732
10,5,5.19507,-0.00574196,-0.195073,-0.00623518,-0.29304,0.280148,0.00665686,7.3094,7.51381,-0.00600397,-0.204409,-0.00653394,-0.307063,0.293569,0.00695976,3,3.08341,-0.00245849,-0.0834094,-0.00266594,-0.125298,0.119782,0.00285044,3.8453,3.95221,-0.00315121,-0.106911,-0.00341711,-0.160603,0.153533,0.0036536,7,7.13902,-0.00409749,-0.139016,-0.00444323,-0.208831,0.199637,0.00475074,3.8453,3.95221,-0.00315121,-0.106911,-0.00341711,-0.160603,0.153533,0.0036536
10.05,5,5.19478,-0.005924,-0.194777,-0.00605873,-0.29261,0.27966,0.00689035,7.3094,7.5135,-0.00619502,-0.204099,-0.00634966,-0.306613,0.293058,0.00720476,3,3.08328,-0.00253625,-0.0832825,-0.00259033,-0.125114,0.119574,0.00295019,3.8453,3.95205,-0.00325088,-0.106749,-0.0033202,-0.160367,0.153265,0.00378145,7,7.1388,-0.00422708,-0.138804,-0.00431721,-0.208523,0.199289,0.00491698,3.8453,3.95205,-0.00325088,-0.106749,-0.0033202,-0.160367,0.153265,0.00378145
10.1,5,5.19447,-0.00609378,-0.194472,-0.00588292,-0.292165,0.279174,0.0071088,7.3094,7.51318,-0.00637326,-0.20378,-0.00616602,-0.306148,0.292548,0.00743403,3,3.08315,-0.00260876,-0.0831521,-0.00251501,-0.124924,0.119365,0.0030435,3.8453,3.95188,-0.00334382,-0.106582,-0.00322365,-0.160123,0.152998,0.00390105,7,7.13859,-0.00434793,-0.138587,-0.00419168,-0.208206,0.198942,0.0050725,3.8453,3.95188,-0.00334382,-0.106582,-0.00322365,-0.160123,0.152998,0.00390105
10.15,5,5.19416,-0.00625162,-0.19416,-0.00570833,-0.291708,0.278687,0.00731254,7.3094,7.51285,-0.00653899,-0.203453,-0.00598359,-0.30567,0.292039,0.00764791,3,3.08302,-0.00267615,-0.0830183,-0.00244022,-0.124728,0.119157,0.00313051,3.8453,3.95171,-0.0034302,-0.10641,-0.00312779,-0.159872,0.152732,0.00401258,7,7.13836,-0.00446026,-0.138364,-0.00406703,-0.20788,0.198596,0.00521752,3.8453,3.95171,-0.0034302,-0.10641,-0.00312779,-0.159872,0.152732,0.00401258
10.2,5,5.19384,-0.00639782,-0.19384,-0.00553546,-0.291239,0.278202,0.00750194,7.3094,7.51252,-0.00669255,-0.203119,-0.00580292,-0.30518,0.29153,0.00784678,3,3.08288,-0.00273857,-0.0828814,-0.00236618,-0.124527,0.11895,0.00321138,3.8453,3.95153,-0.00351021,-0.106235,-0.00303289,-0.159615,0.152466,0.00411625,7,7.13814,-0.00456429,-0.138136,-0.00394363,-0.207546,0.19825,0.00535231,3.8453,3.95153,-0.00351021,-0.106235,-0.00303289,-0.159615,0.152466,0.00411625
10.25,5,5.19351,-0.00653274,-0.193513,-0.00536477,-0.29076,0.277717,0.00767738,7.3094,7.51218,-0.0068343,-0.202777,-0.0056245,-0.304678,0.291022,0.00803106,3,3.08274,-0.00279616,-0.0827416,-0.00229309,-0.124322,0.118743,0.00328629,3.8453,3.95135,-0.00358403,-0.106055,-0.0029392,-0.159352,0.1522,0.00421225,7,7.1379,-0.00466027,-0.137903,-0.00382181,-0.207203,0.197904,0.00547715,3.8453,3.95135,-0.00358403,-0.106055,-0.0029392,-0.159352,0.1522,0.00421225
10.3,5,5.19318,-0.00665672,-0.19318,-0.0051967,-0.29027,0.277234,0.00783929,7.3094,7.51183,-0.0069646,-0.202429,-0.00544877,-0.304165,0.290515,0.00820116,3,3.0826,-0.00284907,-0.0825991,-0.00222112,-0.124112,0.118536,0.0033554,3.8453,3.95117,-0.00365185,-0.105873,-0.00284696,-0.159083,0.151935,0.00430083,7,7.13767,-0.00474846,-0.137665,-0.00370187,-0.206854,0.19756,0.00559233,3.8453,3.95117,-0.00365185,-0.105873,-0.00284696,-0.159083,0.151935,0.00430083
10.35,5,5.19284,-0.00677014,-0.192842,-0.00503162,-0.28977,0.276751,0.00798807,7.3094,7.51148,-0.00708384,-0.202074,-0.00527613,-0.303643,0.290009,0.00835753,3,3.08245,-0.00289747,-0.0824542,-0.00215044,-0.123899,0.118329,0.00341889,3.8453,3.95099,-0.00371387,-0.105687,-0.00275637,-0.158809,0.151671,0.00438222,7,7.13742,-0.00482911,-0.137424,-0.00358407,-0.206498,0.197216,0.00569815,3.8453,3.95099,-0.00371387,-0.105687,-0.00275637,-0.158809,0.151671,0.00438222
10.4,5,5.1925,-0.00687336,-0.192498,-0.00486986,-0.289263,0.276269,0.00812416,7.3094,7.51112,-0.00719241,-0.201715,-0.00510695,-0.303112,0.289504,0.00850061,3,3.08231,-0.00294149,-0.0823072,-0.0020812,-0.123681,0.118123,0.00347696,3.8453,3.9508,-0.00377031,-0.105499,-0.00266761,-0.158531,0.151406,0.00445665,7,7.13718,-0.00490249,-0.137179,-0.00346867,-0.206136,0.196872,0.00579493,3.8453,3.9508,-0.00377031,-0.105499,-0.00266761,-0.158531,0.151406,0.00445665
10.45,5,5.19215,-0.00696677,-0.19215,-0.00471174,-0.288747,0.275787,0.00824803,7.3094,7.51075,-0.00729069,-0.20135,-0.00494153,-0.302572,0.289,0.00863089,3,3.08216,-0.00298133,-0.0821581,-0.00201352,-0.123461,0.117917,0.00352979,3.8453,3.95061,-0.00382137,-0.105307,-0.00258086,-0.158248,0.151143,0.00452437,7,7.13693,-0.00496888,-0.13693,-0.00335587,-0.205768,0.196529,0.00588299,3.8453,3.95061,-0.00382137,-0.105307,-0.00258086,-0.158248,0.151143,0.00452437
10.5,5,5.1918,-0.00705075,-0.191797,-0.00455752,-0.288225,0.275307,0.00836012,7.3094,7.51038,-0.00737911,-0.200981,-0.00478016,-0.302025,0.288496,0.00874883,3,3.08201,-0.00301713,-0.0820072,-0.00194752,-0.123237,0.117712,0.00357759,3.8453,3.95041,-0.00386725,-0.105114,-0.00249626,-0.157961,0.150879,0.00458564,7,7.13668,-0.00502855,-0.136679,-0.00324586,-0.205395,0.196187,0.00596265,3.8453,3.95041,-0.00386725,-0.105114,-0.00249626,-0.157961,0.150879,0.00458564
10.55,5,5.19144,-0.0071257,-0.191441,-0.00440743,-0.287696,0.274827,0.0084609,7.3094,7.51001,-0.00745806,-0.200608,-0.00462308,-0.301472,0.287994,0.00885493,3,3.08185,-0.00304907,-0.0818548,-0.00188329,-0.123011,0.117507,0.00362055,3.8453,3.95022,-0.00390819,-0.104919,-0.00241394,-0.157671,0.150617,0.00464071,7,7.13642,-0.00508178,-0.136425,-0.00313881,-0.205018,0.195845,0.00603426,3.8453,3.95022,-0.00390819,-0.104919,-0.00241394,-0.157671,0.150617,0.00464071
10.6,5,5.19108,-0.00719201,-0.191081,-0.00426166,-0.287161,0.274349,0.00855084,7.3094,7.50963,-0.00752795,-0.200232,-0.00447051,-0.300913,0.287492,0.00894967,3,3.0817,-0.00307731,-0.0817009,-0.00182092,-0.122782,0.117302,0.00365888,3.8453,3.95002,-0.00394439,-0.104722,-0.00233399,-0.157378,0.150354,0.00468983,7,7.13617,-0.00512885,-0.136168,-0.00303487,-0.204637,0.195504,0.00609814,3.8453,3.95002,-0.00394439,-0.104722,-0.00233399,-0.157378,0.150354,0.00468983
10.65,5,5.19072,-0.00725006,-0.190719,-0.0041204,-0.286622,0.273871,0.00863041,7.3094,7.50925,-0.0075892,-0.199853,-0.00432262,-0.300348,0.286992,0.00903354,3,3.08155,-0.00310203,-0.0815458,-0.00176048,-0.122551,0.117098,0.00369277,3.8453,3.94982,-0.00397608,-0.104523,-0.00225653,-0.157082,0.150092,0.00473327,7,7.13591,-0.00517005,-0.13591,-0.00293413,-0.204252,0.195164,0.00615462,3.8453,3.94982,-0.00397608,-0.104523,-0.00225653,-0.157082,0.150092,0.00473327
10.7,5,5.19035,-0.00730027,-0.190354,-0.00398377,-0.286078,0.273394,0.00870008,7.3094,7.50887,-0.00764221,-0.19947,-0.00417956,-0.299779,0.286492,0.00910704,3,3.08139,-0.00312339,-0.0813896,-0.00170203,-0.122319,0.116894,0.00372243,3.8453,3.94962,-0.00400345,-0.104323,-0.00218161,-0.156784,0.149831,0.00477129,7,7.13565,-0.00520565,-0.135649,-0.00283672,-0.203865,0.194824,0.00620406,3.8453,3.94962,-0.00400345,-0.104323,-0.00218161,-0.156784,0.149831,0.00477129
10.75,5,5.18999,-0.007343,-0.189987,-0.00385189,-0.285531,0.272918,0.00876032,7.3094,7.50849,-0.0076874,-0.199086,-0.00404145,-0.299206,0.285994,0.00917066,3,3.08123,-0.00314156,-0.0812326,-0.00164562,-0.122084,0.116691,0.00374807,3.8453,3.94942,-0.00402674,-0.104121,-0.0021093,-0.156484,0.14957,0.00480414,7,7.13539,-0.00523593,-0.135388,-0.0027427,-0.203474,0.194485,0.00624678,3.8453,3.94942,-0.00402674,-0.104121,-0.0021093,-0.156484,0.14957,0.00480414
10.8,5,5.18962,-0.00737866,-0.189618,-0.00372484,-0.28498,0.272443,0.00881161,7.3094,7.5081,-0.00772516,-0.1987,-0.00390839,-0.298629,0.285496,0.00922488,3,3.08107,-0.0031567,-0.0810747,-0.00159129,-0.121849,0.116488,0.00376987,3.8453,3.94922,-0.00404615,-0.103919,-0.00203966,-0.156182,0.14931,0.00483209,7,7.13512,-0.00526116,-0.135125,-0.00265214,-0.203081,0.194146,0.00628311,3.8453,3.94922,-0.00404615,-0.103919,-0.00203966,-0.156182,0.14931,0.00483209
10.85,5,5.18925,-0.00740762,-0.189247,-0.0036027,-0.284427,0.271969,0.00885439,7.3094,7.50771,-0.0077559,-0.198312,-0.00378044,-0.29805,0.284999,0.0092702,3,3.08092,-0.00316898,-0.0809163,-0.00153905,-0.121612,0.116285,0.00378804,3.8453,3.94902,-0.00406189,-0.103716,-0.0019727,-0.155878,0.14905,0.00485538,7,7.13486,-0.00528163,-0.13486,-0.00256508,-0.202687,0.193808,0.00631339,3.8453,3.94902,-0.00406189,-0.103716,-0.0019727,-0.155878,0.14905,0.00485538
10.9,5,5.18888,-0.00743026,-0.188876,-0.0034855,-0.283871,0.271496,0.00888915,7.3094,7.50732,-0.00778001,-0.197923,-0.00365764,-0.297468,0.284503,0.00930708,3,3.08076,-0.00317855,-0.0807574,-0.00148893,-0.121374,0.116083,0.00380277,3.8453,3.94881,-0.00407417,-0.103512,-0.00190846,-0.155574,0.148791,0.00487427,7,7.1346,-0.00529759,-0.134596,-0.00248155,-0.202291,0.193471,0.00633795,3.8453,3.94881,-0.00407417,-0.103512,-0.00190846,-0.155574,0.148791,0.00487427
10.95,5,5.1885,-0.00744694,-0.188503,-0.00337325,-0.283314,0.271024,0.00891631,7.3094,7.50693,-0.00779787,-0.197533,-0.00354002,-0.296885,0.284009,0.00933601,3,3.0806,-0.00318559,-0.0805981,-0.00144094,-0.121136,0.115881,0.00381427,3.8453,3.94861,-0.00408318,-0.103308,-0.00184695,-0.155268,0.148532,0.004889,7,7.13433,-0.00530932,-0.13433,-0.00240157,-0.201893,0.193135,0.00635711,3.8453,3.94861,-0.00408318,-0.103308,-0.00184695,-0.155268,0.148532,0.004889
11,5,5.18813,-0.00745804,-0.188131,-0.00326597,-0.282755,0.270553,0.00893633,7.3094,7.50654,-0.00780986,-0.197143,-0.00342758,-0.2963,0.283515,0.00935744,3,3.08044,-0.00319024,-0.0804386,-0.00139507,-0.120897,0.115679,0.00382271,3.8453,3.9484,-0.00408914,-0.103103,-0.00178816,-0.154962,0.148274,0.00489982,7,7.13406,-0.00531706,-0.134064,-0.00232512,-0.201495,0.192799,0.00637118,3.8453,3.9484,-0.00408914,-0.103103,-0.00178816,-0.154962,0.148274,0.00489982
11.05,5,5.18776,-0.00746389,-0.187757,-0.00316363,-0.282196,0.270083,0.00894964,7.3094,7.50615,-0.00781636,-0.196752,-0.0033203,-0.295714,0.283022,0.00937183,3,3.08028,-0.00319265,-0.0802789,-0.00135133,-0.120658,0.115478,0.00382828,3.8453,3.9482,-0.00409223,-0.102899,-0.00173208,-0.154655,0.148016,0.00490697,7,7.1338,-0.00532108,-0.133798,-0.00225221,-0.201096,0.192464,0.00638047,3.8453,3.9482,-0.00409223,-0.102899,-0.00173208,-0.154655,0.148016,0.00490697
11.1,5,5.18738,-0.00746486,-0.187384,-0.0030662,-0.281636,0.269613,0.00895667,7.3094,7.50576,-0.00781772,-0.196361,-0.00321816,-0.295128,0.28253,0.00937963,3,3.08012,-0.00319297,-0.0801193,-0.00130968,-0.120418,0.115278,0.00383118,3.8453,3.94799,-0.00409264,-0.102694,-0.00167871,-0.154348,0.147759,0.00491067,7,7.13353,-0.00532161,-0.133532,-0.0021828,-0.200697,0.192129,0.00638529,3.8453,3.94799,-0.00409264,-0.102694,-0.00167871,-0.154348,0.147759,0.00491067
11.15,5,5.18701,-0.00746127,-0.187011,-0.00297364,-0.281076,0.269145,0.00895783,7.3094,7.50537,-0.0078143,-0.19597,-0.0031211,-0.294541,0.282039,0.00938127,3,3.07996,-0.00319135,-0.0799597,-0.00127012,-0.120179,0.115077,0.00383156,3.8453,3.94779,-0.00409056,-0.10249,-0.001628,-0.154041,0.147502,0.00491117,7,7.13327,-0.00531891,-0.133266,-0.00211687,-0.200298,0.191795,0.00638594,3.8453,3.94779,-0.00409056,-0.10249,-0.001628,-0.154041,0.147502,0.00491117
11.2,5,5.18664,-0.00745345,-0.186638,-0.00288588,-0.280517,0.268677,0.00895352,7.3094,7.50498,-0.00780644,-0.19558,-0.00302905,-0.293955,0.281549,0.00937716,3,3.0798,-0.00318792,-0.0798003,-0.00123262,-0.11994,0.114877,0.00382961,3.8453,3.94758,-0.00408616,-0.102285,-0.00157993,-0.153735,0.147246,0.00490867,7,7.133,-0.00531319,-0.133001,-0.00205436,-0.199899,0.191462,0.00638269,3.8453,3.94758,-0.00408616,-0.102285,-0.00157993,-0.153735,0.147246,0.00490867
11.25,5,5.18627,-0.00744172,-0.186266,-0.00280285,-0.279958,0.268211,0.00894414,7.3094,7.50459,-0.00779447,-0.19519,-0.00294196,-0.29337,0.28106,0.00936773,3,3.07964,-0.00318282,-0.0796412,-0.00119714,-0.1197,0.114678,0.0038255,3.8453,3.94738,-0.00407963,-0.102081,-0.00153445,-0.153428,0.14699,0.0049034,7,7.13274,-0.0053047,-0.132735,-0.00199523,-0.199501,0.19113,0.00637583,3.8453,3.94738,-0.00407963,-0.102081,-0.00153445,-0.153428,0.14699,0.0049034
11.3,5,5.18589,-0.00742639,-0.185895,-0.00272446,-0.279399,0.267745,0.00893007,7.3094,7.5042,-0.0077787,-0.194801,-0.00285971,-0.292785,0.280572,0.00935336,3,3.07948,-0.00317618,-0.0794824,-0.00116365,-0.119462,0.114479,0.00381938,3.8453,3.94718,-0.00407112,-0.101878,-0.00149153,-0.153122,0.146735,0.00489556,7,7.13247,-0.00529363,-0.132471,-0.00193942,-0.199103,0.190798,0.00636564,3.8453,3.94718,-0.00407112,-0.101878,-0.00149153,-0.153122,0.146735,0.00489556
11.35,5,5.18552,-0.00740774,-0.185525,-0.00265062,-0.278842,0.26728,0.00891166,7.3094,7.50381,-0.00775946,-0.194413,-0.00278223,-0.292202,0.280085,0.00933444,3,3.07932,-0.00316813,-0.079324,-0.00113211,-0.119224,0.11428,0.00381142,3.8453,3.94697,-0.0040608,-0.101675,-0.0014511,-0.152817,0.14648,0.00488535,7,7.13221,-0.00528022,-0.132207,-0.00188685,-0.198706,0.190467,0.00635236,3.8453,3.94697,-0.0040608,-0.101675,-0.0014511,-0.152817,0.14648,0.00488535
11.4,5,5.18516,-0.00738606,-0.185155,-0.00258123,-0.278287,0.266816,0.00888929,7.3094,7.50343,-0.00773703,-0.194026,-0.0027094,-0.29162,0.279599,0.00931135,3,3.07917,-0.00315879,-0.079166,-0.00110247,-0.118986,0.114082,0.00380176,3.8453,3.94677,-0.00404883,-0.101472,-0.00141311,-0.152512,0.146226,0.00487296,7,7.13194,-0.00526465,-0.131943,-0.00183745,-0.19831,0.190136,0.00633626,3.8453,3.94677,-0.00404883,-0.101472,-0.00141311,-0.152512,0.146226,0.00487296
11.45,5,5.18479,-0.00736164,-0.184787,-0.00251617,-0.277733,0.266353,0.00886328,7.3094,7.50304,-0.0077117,-0.193641,-0.0026411,-0.29104,0.279114,0.00928444,3,3.07901,-0.00314827,-0.0790086,-0.00107468,-0.118749,0.113884,0.00379055,3.8453,3.94657,-0.00403535,-0.101271,-0.00137749,-0.152209,0.145972,0.0048586,7,7.13168,-0.00524712,-0.131681,-0.00179114,-0.197915,0.189806,0.00631758,3.8453,3.94657,-0.00403535,-0.101271,-0.00137749,-0.152209,0.145972,0.0048586
11.5,5,5.18442,-0.00733471,-0.18442,-0.00245533,-0.277181,0.265891,0.00883396,7.3094,7.50266,-0.00768375,-0.193257,-0.00257722,-0.290461,0.27863,0.00925404,3,3.07885,-0.00313669,-0.0788518,-0.0010487,-0.118513,0.113686,0.00377793,3.8453,3.94637,-0.00402051,-0.10107,-0.00134419,-0.151906,0.145719,0.00484242,7,7.13142,-0.00522782,-0.13142,-0.00174784,-0.197522,0.189477,0.00629654,3.8453,3.94637,-0.00402051,-0.10107,-0.00134419,-0.151906,0.145719,0.00484242
11.55,5,5.18406,-0.00730555,-0.184055,-0.00239858,-0.276631,0.26543,0.00880166,7.3094,7.50228,-0.00765344,-0.192874,-0.00251762,-0.289885,0.278147,0.0092205,3,3.0787,-0.00312416,-0.0786956,-0.00102448,-0.118278,0.113489,0.00376403,3.8453,3.94617,-0.00400444,-0.100869,-0.00131314,-0.151604,0.145467,0.00482461,7,7.13116,-0.00520693,-0.131159,-0.00170746,-0.197129,0.189149,0.00627339,3.8453,3.94617,-0.00400444,-0.100869,-0.00131314,-0.151604,0.145467,0.00482461
11.6,5,5.18369,-0.00727438,-0.183691,-0.0023458,-0.276083,0.26497,0.00876666,7.3094,7.50189,-0.00762102,-0.192493,-0.00246217,-0.289311,0.277665,0.00918413,3,3.07854,-0.00311077,-0.07854,-0.00100195,-0.118043,0.113292,0.00374899,3.8453,3.94597,-0.00398728,-0.10067,-0.00128426,-0.151304,0.145214,0.00480533,7,7.1309,-0.00518462,-0.1309,-0.00166991,-0.196739,0.188821,0.00624832,3.8453,3.94597,-0.00398728,-0.10067,-0.00128426,-0.151304,0.145214,0.00480533
11.65,5,5.18333,-0.00724144,-0.183329,-0.00229685,-0.275537,0.264511,0.00872926,7.3094,7.50151,-0.00758672,-0.192114,-0.00241073,-0.288739,0.277183,0.00914522,3,3.07839,-0.00309663,-0.0783852,-0.000981053,-0.11781,0.113096,0.00373293,3.8453,3.94577,-0.00396915,-0.100472,-0.00125748,-0.151005,0.144963,0.00478474,7,7.13064,-0.00516105,-0.130642,-0.00163509,-0.19635,0.188493,0.00622154,3.8453,3.94577,-0.00396915,-0.100472,-0.00125748,-0.151005,0.144963,0.00478474
11.7,5,5.18297,-0.00720694,-0.182969,-0.0022516,-0.274994,0.264053,0.00868973,7.3094,7.50114,-0.00755078,-0.191736,-0.00236317,-0.28817,0.276703,0.00910407,3,3.07823,-0.00308182,-0.0782311,-0.000961741,-0.117578,0.1129,0.00371595,3.8453,3.94557,-0.00395017,-0.100274,-0.00123273,-0.150707,0.144712,0.00476298,7,7.13039,-0.00513637,-0.130385,-0.0016029,-0.195963,0.188167,0.00619325,3.8453,3.94557,-0.00395017,-0.100274,-0.00123273,-0.150707,0.144712,0.00476298
11.75,5,5.18261,-0.00717109,-0.18261,-0.0022099,-0.274454,0.263595,0.00864833,7.3094,7.50076,-0.00751342,-0.19136,-0.00231932,-0.287604,0.276224,0.00906094,3,3.07808,-0.00306644,-0.0780778,-0.000943951,-0.117347,0.112705,0.00369818,3.8453,3.94538,-0.00393046,-0.100077,-0.00120993,-0.150411,0.144461,0.00474021,7,7.13013,-0.00511073,-0.13013,-0.00157325,-0.195578,0.187841,0.00616364,3.8453,3.94538,-0.00393046,-0.100077,-0.00120993,-0.150411,0.144461,0.00474021
11.8,5,5.18225,-0.00713408,-0.182254,-0.00217162,-0.273916,0.263139,0.00860531,7.3094,7.50039,-0.00747482,-0.190987,-0.00227906,-0.287041,0.275745,0.0090161,3,3.07793,-0.00305056,-0.0779253,-0.000927622,-0.117117,0.112509,0.00367972,3.8453,3.94518,-0.00391011,-0.099882,-0.001189,-0.150116,0.144211,0.00471655,7,7.12988,-0.00508427,-0.129875,-0.00154604,-0.195194,0.187516,0.00613287,3.8453,3.94518,-0.00391011,-0.099882,-0.001189,-0.150116,0.144211,0.00471655
11.85,5,5.1819,-0.00709609,-0.181899,-0.00213661,-0.273381,0.262683,0.00856089,7.3094,7.50002,-0.00743519,-0.190615,-0.00224223,-0.28648,0.275268,0.00896979,3,3.07777,-0.00303427,-0.0777735,-0.000912694,-0.116888,0.112315,0.00366067,3.8453,3.94499,-0.00388923,-0.0996875,-0.00116986,-0.149823,0.143961,0.00469213,7,7.12962,-0.00505712,-0.129623,-0.00152116,-0.194813,0.187191,0.00610112,3.8453,3.94499,-0.00388923,-0.0996875,-0.00116986,-0.149823,0.143961,0.00469213
11.9,5,5.18155,-0.0070573,-0.181546,-0.00210474,-0.272848,0.262228,0.00851531,7.3094,7.49965,-0.00739472,-0.190245,-0.00220868,-0.285922,0.274791,0.00892223,3,3.07762,-0.00301764,-0.0776227,-0.000899104,-0.11666,0.11212,0.00364113,3.8453,3.94479,-0.00386791,-0.0994941,-0.00115244,-0.149531,0.143712,0.00466707,7,7.12937,-0.00502941,-0.129371,-0.00149851,-0.194434,0.186867,0.00606855,3.8453,3.94479,-0.00386791,-0.0994941,-0.00115244,-0.149531,0.143712,0.00466707
11.95,5,5.1812,-0.00701787,-0.181195,-0.00207585,-0.272319,0.261775,0.00846876,7.3094,7.49928,-0.00735356,-0.189877,-0.00217826,-0.285368,0.274316,0.00887366,3,3.07747,-0.00300074,-0.0774726,-0.000886793,-0.116434,0.111926,0.00362117,3.8453,3.9446,-0.00384625,-0.0993018,-0.00113666,-0.149241,0.143463,0.0046415,7,7.12912,-0.00500124,-0.129121,-0.00147799,-0.194057,0.186543,0.00603529,3.8453,3.9446,-0.00384625,-0.0993018,-0.00113666,-0.149241,0.143463,0.0046415
