Time,TargetX0,CurrentX0,VelX0,ErrorX0,PIDOutX0,PTermX0,ITermX0,DTermX0,TargetY0,CurrentY0,VelY0,ErrorY0,PIDOutY0,PTermY0,ITermY0,DTermY0,TargetX1,CurrentX1,VelX1,ErrorX1,PIDOutX1,PTermX1,ITermX1,DTermX1,TargetY1,CurrentY1,VelY1,ErrorY1,PIDOutY1,PTermY1,ITermY1,DTermY1,TargetX2,CurrentX2,VelX2,ErrorX2,PIDOutX2,PTermX2,ITermX2,DTermX2,TargetY2,CurrentY2,VelY2,ErrorY2,PIDOutY2,PTermY2,ITermY2,DTermY2
27.05,5,5.10728,-0.00371049,-0.107277,-0.00138614,-0.161194,0.155348,0.00446029,7.3094,7.42182,-0.00388825,-0.112417,-0.00145255,-0.168917,0.16279,0.00467397,3,3.04587,-0.00158648,-0.0458682,-0.000592668,-0.0689212,0.0664215,0.00190707,3.8453,3.90409,-0.0020335,-0.0587923,-0.000759662,-0.0883409,0.0851369,0.00244442,7,7.07645,-0.00264413,-0.0764469,-0.00098778,-0.114869,0.110703,0.00317845,3.8453,3.90409,-0.0020335,-0.0587923,-0.000759662,-0.0883409,0.0851369,0.00244442
27.1,5,5.10709,-0.00370408,-0.107092,-0.00138375,-0.160916,0.15508,0.00445258,7.3094,7.42162,-0.00388154,-0.112223,-0.00145004,-0.168625,0.162509,0.0046659,3,3.04579,-0.00158374,-0.045789,-0.000591645,-0.0688023,0.0663068,0.00190378,3.8453,3.90399,-0.00202999,-0.0586908,-0.000758351,-0.0881884,0.0849899,0.0024402,7,7.07631,-0.00263957,-0.076315,-0.000986075,-0.11467,0.110511,0.00317296,3.8453,3.90399,-0.00202999,-0.0586908,-0.000758351,-0.0881884,0.0849899,0.0024402
27.15,5,5.10691,-0.00369769,-0.106907,-0.00138136,-0.160638,0.154812,0.0044449,7.3094,7.42143,-0.00387484,-0.112029,-0.00144754,-0.168334,0.162229,0.00465784,3,3.04571,-0.00158101,-0.0457099,-0.000590624,-0.0686835,0.0661924,0.00190049,3.8453,3.90389,-0.00202648,-0.0585895,-0.000757042,-0.0880362,0.0848431,0.00243598,7,7.07618,-0.00263501,-0.0761832,-0.000984373,-0.114472,0.110321,0.00316748,3.8453,3.90389,-0.00202648,-0.0585895,-0.000757042,-0.0880362,0.0848431,0.00243598
27.2,5,5.10672,-0.0036913,-0.106723,-0.00137898,-0.160361,0.154545,0.00443722,7.3094,7.42124,-0.00386815,-0.111835,-0.00144504,-0.168043,0.161948,0.0046498,3,3.04563,-0.00157828,-0.045631,-0.000589604,-0.0685649,0.0660781,0.00189721,3.8453,3.90379,-0.00202298,-0.0584883,-0.000755735,-0.0878842,0.0846967,0.00243178,7,7.07605,-0.00263046,-0.0760517,-0.000982673,-0.114275,0.11013,0.00316201,3.8453,3.90379,-0.00202298,-0.0584883,-0.000755735,-0.0878842,0.0846967,0.00243178
27.25,5,5.10654,-0.00368493,-0.106538,-0.0013766,-0.160084,0.154278,0.00442956,7.3094,7.42104,-0.00386147,-0.111642,-0.00144255,-0.167753,0.161669,0.00464178,3,3.04555,-0.00157555,-0.0455522,-0.000588586,-0.0684465,0.065964,0.00189393,3.8453,3.90369,-0.00201949,-0.0583873,-0.00075443,-0.0877325,0.0845505,0.00242758,7,7.07592,-0.00262592,-0.0759204,-0.000980977,-0.114078,0.10994,0.00315656,3.8453,3.90369,-0.00201949,-0.0583873,-0.00075443,-0.0877325,0.0845505,0.00242758
27.3,5,5.10635,-0.00367857,-0.106354,-0.00137422,-0.159808,0.154011,0.00442192,7.3094,7.42085,-0.0038548,-0.11145,-0.00144006,-0.167464,0.16139,0.00463376,3,3.04547,-0.00157283,-0.0454736,-0.00058757,-0.0683284,0.0658501,0.00189066,3.8453,3.90359,-0.002016,-0.0582865,-0.000753128,-0.087581,0.0844045,0.00242339,7,7.07579,-0.00262139,-0.0757893,-0.000979284,-0.113881,0.10975,0.00315111,3.8453,3.90359,-0.002016,-0.0582865,-0.000753128,-0.087581,0.0844045,0.00242339
27.35,5,5.10617,-0.00367222,-0.106171,-0.00137185,-0.159532,0.153745,0.00441428,7.3094,7.42066,-0.00384815,-0.111257,-0.00143757,-0.167175,0.161111,0.00462576,3,3.0454,-0.00157012,-0.0453951,-0.000586556,-0.0682104,0.0657364,0.0018874,3.8453,3.90349,-0.00201252,-0.0581859,-0.000751828,-0.0874298,0.0842588,0.00241921,7,7.07566,-0.00261686,-0.0756585,-0.000977593,-0.113684,0.109561,0.00314567,3.8453,3.90349,-0.00201252,-0.0581859,-0.000751828,-0.0874298,0.0842588,0.00241921
27.4,5,5.10599,-0.00366588,-0.105988,-0.00136948,-0.159256,0.15348,0.00440666,7.3094,7.42047,-0.0038415,-0.111065,-0.00143509,-0.166886,0.160833,0.00461778,3,3.04532,-0.00156741,-0.0453167,-0.000585543,-0.0680926,0.065623,0.00188414,3.8453,3.90338,-0.00200905,-0.0580855,-0.00075053,-0.0872789,0.0841133,0.00241503,7,7.07553,-0.00261234,-0.0755279,-0.000975905,-0.113488,0.109372,0.00314023,3.8453,3.90338,-0.00200905,-0.0580855,-0.00075053,-0.0872789,0.0841133,0.00241503
27.45,5,5.1058,-0.00365955,-0.105805,-0.00136711,-0.158981,0.153215,0.00439905,7.3094,7.42027,-0.00383487,-0.110873,-0.00143261,-0.166598,0.160555,0.0046098,3,3.04524,-0.0015647,-0.0452385,-0.000584532,-0.0679751,0.0655097,0.00188089,3.8453,3.90328,-0.00200558,-0.0579852,-0.000749234,-0.0871282,0.0839681,0.00241086,7,7.0754,-0.00260783,-0.0753975,-0.000974221,-0.113292,0.109183,0.00313481,3.8453,3.90328,-0.00200558,-0.0579852,-0.000749234,-0.0871282,0.0839681,0.00241086
27.5,5,5.10562,-0.00365323,-0.105622,-0.00136475,-0.158707,0.152951,0.00439146,7.3094,7.42008,-0.00382825,-0.110682,-0.00143014,-0.16631,0.160278,0.00460184,3,3.04516,-0.001562,-0.0451604,-0.000583523,-0.0678577,0.0653966,0.00187764,3.8453,3.90318,-0.00200212,-0.0578851,-0.000747941,-0.0869778,0.0838231,0.0024067,7,7.07527,-0.00260333,-0.0752673,-0.000972539,-0.113096,0.108994,0.0031294,3.8453,3.90318,-0.00200212,-0.0578851,-0.000747941,-0.0869778,0.0838231,0.0024067
27.55,5,5.10544,-0.00364692,-0.10544,-0.0013624,-0.158433,0.152687,0.00438388,7.3094,7.41989,-0.00382164,-0.110491,-0.00142767,-0.166023,0.160001,0.0045939,3,3.04508,-0.0015593,-0.0450824,-0.000582516,-0.0677406,0.0652837,0.0018744,3.8453,3.90308,-0.00199866,-0.0577851,-0.00074665,-0.0868276,0.0836784,0.00240254,7,7.07514,-0.00259884,-0.0751374,-0.00097086,-0.112901,0.108806,0.003124,3.8453,3.90308,-0.00199866,-0.0577851,-0.00074665,-0.0868276,0.0836784,0.00240254
27.6,5,5.10526,-0.00364063,-0.105257,-0.00136005,-0.158159,0.152423,0.00437631,7.3094,7.4197,-0.00381504,-0.1103,-0.0014252,-0.165736,0.159725,0.00458597,3,3.045,-0.00155661,-0.0450046,-0.00058151,-0.0676236,0.065171,0.00187116,3.8453,3.90298,-0.00199521,-0.0576854,-0.000745361,-0.0866777,0.083534,0.00239839,7,7.07501,-0.00259435,-0.0750077,-0.000969184,-0.112706,0.108618,0.0031186,3.8453,3.90298,-0.00199521,-0.0576854,-0.000745361,-0.0866777,0.083534,0.00239839
27.65,5,5.10508,-0.00363434,-0.105076,-0.0013577,-0.157886,0.15216,0.00436875,7.3094,7.41951,-0.00380846,-0.11011,-0.00142274,-0.16545,0.15945,0.00457805,3,3.04493,-0.00155392,-0.0449269,-0.000580507,-0.0675069,0.0650584,0.00186793,3.8453,3.90289,-0.00199177,-0.0575858,-0.000744074,-0.0865281,0.0833897,0.00239425,7,7.07488,-0.00258987,-0.0748782,-0.000967511,-0.112511,0.108431,0.00311322,3.8453,3.90289,-0.00199177,-0.0575858,-0.000744074,-0.0865281,0.0833897,0.00239425
27.7,5,5.10489,-0.00362807,-0.104894,-0.00135535,-0.157614,0.151897,0.00436121,7.3094,7.41932,-0.00380188,-0.10992,-0.00142029,-0.165165,0.159174,0.00457015,3,3.04485,-0.00155124,-0.0448493,-0.000579504,-0.0673903,0.0649461,0.00186471,3.8453,3.90279,-0.00198833,-0.0574864,-0.000742789,-0.0863787,0.0832458,0.00239012,7,7.07475,-0.0025854,-0.0747489,-0.000965841,-0.112317,0.108244,0.00310785,3.8453,3.90279,-0.00198833,-0.0574864,-0.000742789,-0.0863787,0.0832458,0.00239012
27.75,5,5.10471,-0.0036218,-0.104713,-0.00135301,-0.157342,0.151635,0.00435368,7.3094,7.41913,-0.00379532,-0.10973,-0.00141784,-0.16488,0.158899,0.00456226,3,3.04477,-0.00154856,-0.0447719,-0.000578504,-0.067274,0.064834,0.00186149,3.8453,3.90269,-0.0019849,-0.0573871,-0.000741507,-0.0862296,0.0831021,0.00238599,7,7.07462,-0.00258094,-0.0746198,-0.000964173,-0.112123,0.108057,0.00310248,3.8453,3.90269,-0.0019849,-0.0573871,-0.000741507,-0.0862296,0.0831021,0.00238599
27.8,5,5.10453,-0.00361555,-0.104533,-0.00135068,-0.15707,0.151373,0.00434616,7.3094,7.41894,-0.00378877,-0.10954,-0.00141539,-0.164595,0.158625,0.00455438,3,3.04469,-0.00154589,-0.0446946,-0.000577505,-0.0671579,0.0647221,0.00185827,3.8453,3.90259,-0.00198147,-0.0572881,-0.000740227,-0.0860807,0.0829586,0.00238187,7,7.07449,-0.00257648,-0.074491,-0.000962509,-0.11193,0.10787,0.00309712,3.8453,3.90259,-0.00198147,-0.0572881,-0.000740227,-0.0860807,0.0829586,0.00238187
27.85,5,5.10435,-0.00360931,-0.104352,-0.00134835,-0.156799,0.151112,0.00433866,7.3094,7.41875,-0.00378222,-0.109351,-0.00141294,-0.164311,0.158351,0.00454652,3,3.04462,-0.00154322,-0.0446175,-0.000576508,-0.0670419,0.0646103,0.00185507,3.8453,3.90249,-0.00197805,-0.0571892,-0.000738949,-0.0859321,0.0828154,0.00237776,7,7.07436,-0.00257203,-0.0743624,-0.000960847,-0.111737,0.107684,0.00309178,3.8453,3.90249,-0.00197805,-0.0571892,-0.000738949,-0.0859321,0.0828154,0.00237776
27.9,5,5.10417,-0.00360308,-0.104172,-0.00134602,-0.156528,0.150851,0.00433117,7.3094,7.41856,-0.00377569,-0.109163,-0.00141051,-0.164027,0.158078,0.00453867,3,3.04454,-0.00154056,-0.0445404,-0.000575513,-0.0669262,0.0644988,0.00185186,3.8453,3.90239,-0.00197463,-0.0570904,-0.000737674,-0.0857837,0.0826724,0.00237366,7,7.07423,-0.00256759,-0.074234,-0.000959189,-0.111544,0.107498,0.00308644,3.8453,3.90239,-0.00197463,-0.0570904,-0.000737674,-0.0857837,0.0826724,0.00237366
27.95,5,5.10399,-0.00359686,-0.103992,-0.0013437,-0.156258,0.15059,0.00432369,7.3094,7.41838,-0.00376918,-0.108974,-0.00140807,-0.163744,0.157805,0.00453083,3,3.04446,-0.0015379,-0.0444635,-0.00057452,-0.0668106,0.0643874,0.00184867,3.8453,3.90229,-0.00197122,-0.0569919,-0.0007364,-0.0856356,0.0825297,0.00236956,7,7.07411,-0.00256316,-0.0741059,-0.000957533,-0.111351,0.107312,0.00308111,3.8453,3.90229,-0.00197122,-0.0569919,-0.0007364,-0.0856356,0.0825297,0.00236956
28,5,5.10381,-0.00359065,-0.103813,-0.00134138,-0.155988,0.15033,0.00431623,7.3094,7.41819,-0.00376267,-0.108786,-0.00140564,-0.163461,0.157533,0.00452301,3,3.04439,-0.00153524,-0.0443868,-0.000573528,-0.0666953,0.0642763,0.00184548,3.8453,3.90219,-0.00196782,-0.0568935,-0.000735129,-0.0854878,0.0823872,0.00236547,7,7.07398,-0.00255873,-0.0739779,-0.00095588,-0.111159,0.107127,0.00307579,3.8453,3.90219,-0.00196782,-0.0568935,-0.000735129,-0.0854878,0.0823872,0.00236547
28.05,5,5.10363,-0.00358445,-0.103633,-0.00133906,-0.155719,0.150071,0.00430878,7.3094,7.418,-0.00375617,-0.108598,-0.00140321,-0.163179,0.157261,0.0045152,3,3.04431,-0.00153259,-0.0443101,-0.000572538,-0.0665801,0.0641653,0.00184229,3.8453,3.90209,-0.00196442,-0.0567952,-0.00073386,-0.0853402,0.082245,0.00236138,7,7.07385,-0.00255432,-0.0738502,-0.00095423,-0.110967,0.106942,0.00307048,3.8453,3.90209,-0.00196442,-0.0567952,-0.00073386,-0.0853402,0.082245,0.00236138
28.1,5,5.10345,-0.00357826,-0.103454,-0.00133675,-0.15545,0.149812,0.00430134,7.3094,7.41781,-0.00374969,-0.108411,-0.00140079,-0.162897,0.156989,0.00450741,3,3.04423,-0.00152994,-0.0442336,-0.000571549,-0.0664652,0.0640545,0.00183911,3.8453,3.902,-0.00196103,-0.0566972,-0.000732593,-0.0851929,0.082103,0.00235731,7,7.07372,-0.00254991,-0.0737227,-0.000952582,-0.110775,0.106758,0.00306518,3.8453,3.902,-0.00196103,-0.0566972,-0.000732593,-0.0851929,0.082103,0.00235731
28.15,5,5.10328,-0.00357208,-0.103276,-0.00133444,-0.155182,0.149553,0.00429391,7.3094,7.41762,-0.00374321,-0.108224,-0.00139837,-0.162616,0.156718,0.00449963,3,3.04416,-0.0015273,-0.0441573,-0.000570563,-0.0663505,0.063944,0.00183593,3.8453,3.9019,-0.00195765,-0.0565993,-0.000731328,-0.0850458,0.0819612,0.00235324,7,7.0736,-0.00254551,-0.0735955,-0.000950938,-0.110584,0.106573,0.00305989,3.8453,3.9019,-0.00195765,-0.0565993,-0.000731328,-0.0850458,0.0819612,0.00235324
28.2,5,5.1031,-0.00356592,-0.103097,-0.00133214,-0.154914,0.149295,0.0042865,7.3094,7.41744,-0.00373675,-0.108037,-0.00139596,-0.162335,0.156447,0.00449186,3,3.04408,-0.00152467,-0.044081,-0.000569578,-0.0662359,0.0638336,0.00183276,3.8453,3.9018,-0.00195427,-0.0565016,-0.000730066,-0.084899,0.0818197,0.00234918,7,7.07347,-0.00254111,-0.0734684,-0.000949296,-0.110393,0.106389,0.00305461,3.8453,3.9018,-0.00195427,-0.0565016,-0.000730066,-0.084899,0.0818197,0.00234918
28.25,5,5.10292,-0.00355976,-0.102919,-0.00132984,-0.154646,0.149037,0.0042791,7.3094,7.41725,-0.0037303,-0.10785,-0.00139355,-0.162055,0.156177,0.0044841,3,3.044,-0.00152203,-0.0440049,-0.000568594,-0.0661216,0.0637234,0.0018296,3.8453,3.9017,-0.00195089,-0.0564041,-0.000728805,-0.0847524,0.0816785,0.00234512,7,7.07334,-0.00253672,-0.0733416,-0.000947657,-0.110203,0.106206,0.00304933,3.8453,3.9017,-0.00195089,-0.0564041,-0.000728805,-0.0847524,0.0816785,0.00234512
28.3,5,5.10274,-0.00355361,-0.102742,-0.00132754,-0.154379,0.14878,0.00427171,7.3094,7.41707,-0.00372386,-0.107664,-0.00139114,-0.161775,0.155908,0.00447636,3,3.04393,-0.00151941,-0.043929,-0.000567613,-0.0660074,0.0636134,0.00182644,3.8453,3.90161,-0.00194752,-0.0563067,-0.000727547,-0.0846061,0.0815375,0.00234107,7,7.07321,-0.00253234,-0.0732149,-0.000946021,-0.110012,0.106022,0.00304407,3.8453,3.90161,-0.00194752,-0.0563067,-0.000727547,-0.0846061,0.0815375,0.00234107
28.35,5,5.10256,-0.00354748,-0.102564,-0.00132525,-0.154113,0.148523,0.00426434,7.3094,7.41688,-0.00371743,-0.107478,-0.00138874,-0.161496,0.155639,0.00446863,3,3.04385,-0.00151678,-0.0438531,-0.000566633,-0.0658935,0.0635035,0.00182329,3.8453,3.90151,-0.00194416,-0.0562095,-0.000726291,-0.08446,0.0813967,0.00233703,7,7.07309,-0.00252797,-0.0730885,-0.000944388,-0.109822,0.105839,0.00303881,3.8453,3.90151,-0.00194416,-0.0562095,-0.000726291,-0.08446,0.0813967,0.00233703
28.4,5,5.10239,-0.00354135,-0.102387,-0.00132296,-0.153847,0.148267,0.00425697,7.3094,7.41669,-0.00371101,-0.107293,-0.00138634,-0.161217,0.15537,0.00446092,3,3.04378,-0.00151416,-0.0437774,-0.000565655,-0.0657797,0.0633939,0.00182014,3.8453,3.90141,-0.00194081,-0.0561124,-0.000725037,-0.0843142,0.0812562,0.00233299,7,7.07296,-0.00252361,-0.0729624,-0.000942758,-0.109633,0.105656,0.00303357,3.8453,3.90141,-0.00194081,-0.0561124,-0.000725037,-0.0843142,0.0812562,0.00233299
28.45,5,5.10221,-0.00353524,-0.102211,-0.00132068,-0.153581,0.148011,0.00424963,7.3094,7.41651,-0.00370461,-0.107107,-0.00138395,-0.160939,0.155102,0.00445322,3,3.0437,-0.00151155,-0.0437018,-0.000564678,-0.0656661,0.0632845,0.001817,3.8453,3.90132,-0.00193746,-0.0560156,-0.000723786,-0.0841686,0.0811159,0.00232897,7,7.07284,-0.00251925,-0.0728364,-0.00094113,-0.109444,0.105474,0.00302833,3.8453,3.90132,-0.00193746,-0.0560156,-0.000723786,-0.0841686,0.0811159,0.00232897
28.5,5,5.10203,-0.00352914,-0.102034,-0.0013184,-0.153316,0.147755,0.00424229,7.3094,7.41632,-0.00369821,-0.106922,-0.00138156,-0.160661,0.154834,0.00444553,3,3.04363,-0.00150894,-0.0436264,-0.000563703,-0.0655528,0.0631752,0.00181386,3.8453,3.90122,-0.00193411,-0.0559189,-0.000722536,-0.0840233,0.0809759,0.00232495,7,7.07271,-0.0025149,-0.0727107,-0.000939506,-0.109255,0.105292,0.0030231,3.8453,3.90122,-0.00193411,-0.0559189,-0.000722536,-0.0840233,0.0809759,0.00232495
28.55,5,5.10186,-0.00352304,-0.101858,-0.00131612,-0.153051,0.1475,0.00423496,7.3094,7.41614,-0.00369183,-0.106738,-0.00137918,-0.160384,0.154567,0.00443785,3,3.04355,-0.00150634,-0.0435511,-0.00056273,-0.0654396,0.0630661,0.00181073,3.8453,3.90112,-0.00193077,-0.0558223,-0.000721289,-0.0838783,0.0808361,0.00232093,7,7.07259,-0.00251056,-0.0725851,-0.000937884,-0.109066,0.10511,0.00301788,3.8453,3.90112,-0.00193077,-0.0558223,-0.000721289,-0.0838783,0.0808361,0.00232093
28.6,5,5.10168,-0.00351696,-0.101682,-0.00131385,-0.152787,0.147245,0.00422765,7.3094,7.41595,-0.00368545,-0.106554,-0.0013768,-0.160107,0.1543,0.00443019,3,3.04348,-0.00150374,-0.0434759,-0.000561759,-0.0653266,0.0629573,0.0018076,3.8453,3.90103,-0.00192744,-0.0557259,-0.000720044,-0.0837335,0.0806965,0.00231693,7,7.07246,-0.00250623,-0.0724598,-0.000936265,-0.108878,0.104929,0.00301267,3.8453,3.90103,-0.00192744,-0.0557259,-0.000720044,-0.0837335,0.0806965,0.00231693
28.65,5,5.10151,-0.00351089,-0.101507,-0.00131158,-0.152523,0.146991,0.00422035,7.3094,7.41577,-0.00367909,-0.10637,-0.00137442,-0.15983,0.154033,0.00442254,3,3.0434,-0.00150114,-0.0434008,-0.000560789,-0.0652138,0.0628486,0.00180448,3.8453,3.90093,-0.00192411,-0.0556297,-0.000718801,-0.0835889,0.0805572,0.00231293,7,7.07233,-0.0025019,-0.0723347,-0.000934648,-0.10869,0.104748,0.00300747,3.8453,3.90093,-0.00192411,-0.0556297,-0.000718801,-0.0835889,0.0805572,0.00231293
28.7,5,5.10133,-0.00350483,-0.101331,-0.00130932,-0.15226,0.146738,0.00421307,7.3094,7.41559,-0.00367274,-0.106186,-0.00137205,-0.159554,0.153767,0.00441491,3,3.04333,-0.00149855,-0.0433259,-0.000559821,-0.0651013,0.0627401,0.00180137,3.8453,3.90083,-0.00192079,-0.0555337,-0.00071756,-0.0834446,0.0804181,0.00230893,7,7.07221,-0.00249758,-0.0722098,-0.000933035,-0.108502,0.104567,0.00300228,3.8453,3.90083,-0.00192079,-0.0555337,-0.00071756,-0.0834446,0.0804181,0.00230893
28.75,5,5.10116,-0.00349878,-0.101156,-0.00130706,-0.151997,0.146484,0.0042058,7.3094,7.4154,-0.0036664,-0.106003,-0.00136968,-0.159279,0.153502,0.00440729,3,3.04325,-0.00149596,-0.0432511,-0.000558854,-0.0649889,0.0626318,0.00179826,3.8453,3.90074,-0.00191747,-0.0554378,-0.000716321,-0.0833005,0.0802793,0.00230495,7,7.07209,-0.00249327,-0.0720852,-0.000931424,-0.108315,0.104386,0.0029971,3.8453,3.90074,-0.00191747,-0.0554378,-0.000716321,-0.0833005,0.0802793,0.00230495
28.8,5,5.10098,-0.00349274,-0.100982,-0.0013048,-0.151735,0.146231,0.00419853,7.3094,7.41522,-0.00366007,-0.10582,-0.00136731,-0.159004,0.153237,0.00439968,3,3.04318,-0.00149338,-0.0431764,-0.00055789,-0.0648767,0.0625236,0.00179515,3.8453,3.90064,-0.00191416,-0.0553421,-0.000715084,-0.0831567,0.0801407,0.00230097,7,7.07196,-0.00248896,-0.0719607,-0.000929816,-0.108128,0.104206,0.00299192,3.8453,3.90064,-0.00191416,-0.0553421,-0.000715084,-0.0831567,0.0801407,0.00230097
28.85,5,5.10081,-0.00348671,-0.100807,-0.00130255,-0.151473,0.145979,0.00419129,7.3094,7.41504,-0.00365375,-0.105637,-0.00136495,-0.158729,0.152972,0.00439208,3,3.0431,-0.0014908,-0.0431019,-0.000556927,-0.0647647,0.0624157,0.00179205,3.8453,3.90055,-0.00191086,-0.0552466,-0.00071385,-0.0830132,0.0800023,0.00229699,7,7.07184,-0.00248467,-0.0718365,-0.000928211,-0.107941,0.104026,0.00298676,3.8453,3.90055,-0.00191086,-0.0552466,-0.00071385,-0.0830132,0.0800023,0.00229699
28.9,5,5.10063,-0.00348069,-0.100633,-0.0013003,-0.151211,0.145727,0.00418405,7.3094,7.41486,-0.00364744,-0.105455,-0.0013626,-0.158455,0.152708,0.0043845,3,3.04303,-0.00148823,-0.0430275,-0.000555965,-0.0646529,0.0623079,0.00178896,3.8453,3.90045,-0.00190756,-0.0551512,-0.000712617,-0.0828699,0.0798642,0.00229303,7,7.07171,-0.00248038,-0.0717125,-0.000926608,-0.107755,0.103847,0.0029816,3.8453,3.90045,-0.00190756,-0.0551512,-0.000712617,-0.0828699,0.0798642,0.00229303
28.95,5,5.10046,-0.00347468,-0.10046,-0.00129806,-0.15095,0.145475,0.00417683,7.3094,7.41467,-0.00364115,-0.105273,-0.00136024,-0.158182,0.152445,0.00437693,3,3.04295,-0.00148566,-0.0429532,-0.000555005,-0.0645412,0.0622004,0.00178587,3.8453,3.90036,-0.00190427,-0.055056,-0.000711387,-0.0827268,0.0797263,0.00228907,7,7.07159,-0.0024761,-0.0715887,-0.000925009,-0.107569,0.103667,0.00297645,3.8453,3.90036,-0.00190427,-0.055056,-0.000711387,-0.0827268,0.0797263,0.00228907
29,5,5.10029,-0.00346868,-0.100286,-0.00129581,-0.15069,0.145224,0.00416962,7.3094,7.41449,-0.00363486,-0.105091,-0.00135789,-0.157909,0.152182,0.00436938,3,3.04288,-0.00148309,-0.0428791,-0.000554047,-0.0644298,0.062093,0.00178279,3.8453,3.90026,-0.00190098,-0.0549609,-0.000710159,-0.082584,0.0795887,0.00228512,7,7.07147,-0.00247182,-0.0714651,-0.000923412,-0.107383,0.103488,0.00297131,3.8453,3.90026,-0.00190098,-0.0549609,-0.000710159,-0.082584,0.0795887,0.00228512
29.05,5,5.10011,-0.00346269,-0.100113,-0.00129358,-0.150429,0.144973,0.00416242,7.3094,7.41431,-0.00362858,-0.104909,-0.00135555,-0.157636,0.151919,0.00436183,3,3.04281,-0.00148053,-0.042805,-0.000553091,-0.0643186,0.0619858,0.00177971,3.8453,3.90017,-0.0018977,-0.054866,-0.000708933,-0.0824414,0.0794513,0.00228117,7,7.07134,-0.00246755,-0.0713417,-0.000921818,-0.107198,0.10331,0.00296618,3.8453,3.90017,-0.0018977,-0.054866,-0.000708933,-0.0824414,0.0794513,0.00228117
29.1,5,5.09994,-0.00345672,-0.0999403,-0.00129134,-0.15017,0.144723,0.00415523,7.3094,7.41413,-0.00362232,-0.104728,-0.00135321,-0.157364,0.151657,0.0043543,3,3.04273,-0.00147798,-0.0427311,-0.000552136,-0.0642075,0.0618788,0.00177664,3.8453,3.90007,-0.00189442,-0.0547713,-0.000707709,-0.0822991,0.0793141,0.00227724,7,7.07122,-0.00246329,-0.0712185,-0.000920226,-0.107013,0.103131,0.00296106,3.8453,3.90007,-0.00189442,-0.0547713,-0.000707709,-0.0822991,0.0793141,0.00227724
29.15,5,5.09977,-0.00345075,-0.0997677,-0.00128912,-0.14991,0.144473,0.00414806,7.3094,7.41395,-0.00361607,-0.104547,-0.00135087,-0.157092,0.151395,0.00434678,3,3.04266,-0.00147542,-0.0426574,-0.000551183,-0.0640967,0.0617719,0.00177357,3.8453,3.89998,-0.00189115,-0.0546768,-0.000706487,-0.082157,0.0791772,0.0022733,7,7.0711,-0.00245904,-0.0710956,-0.000918638,-0.106828,0.102953,0.00295595,3.8453,3.89998,-0.00189115,-0.0546768,-0.000706487,-0.082157,0.0791772,0.0022733
29.2,5,5.0996,-0.00344479,-0.0995955,-0.00128689,-0.149652,0.144224,0.0041409,7.3094,7.41377,-0.00360982,-0.104367,-0.00134854,-0.156821,0.151133,0.00433928,3,3.04258,-0.00147288,-0.0425837,-0.000550231,-0.063986,0.0616653,0.00177051,3.8453,3.89988,-0.00188788,-0.0545824,-0.000705268,-0.0820152,0.0790405,0.00226938,7,7.07097,-0.0024548,-0.0709729,-0.000917052,-0.106643,0.102775,0.00295085,3.8453,3.89988,-0.00188788,-0.0545824,-0.000705268,-0.0820152,0.0790405,0.00226938
29.25,5,5.09942,-0.00343884,-0.0994236,-0.00128467,-0.149393,0.143975,0.00413375,7.3094,7.41359,-0.00360359,-0.104187,-0.00134621,-0.15655,0.150872,0.00433179,3,3.04251,-0.00147033,-0.0425102,-0.000549281,-0.0638756,0.0615588,0.00176745,3.8453,3.89979,-0.00188463,-0.0544881,-0.00070405,-0.0818736,0.0789041,0.00226546,7,7.07085,-0.00245056,-0.0708503,-0.000915469,-0.106459,0.102598,0.00294575,3.8453,3.89979,-0.00188463,-0.0544881,-0.00070405,-0.0818736,0.0789041,0.00226546
29.3,5,5.09925,-0.00343291,-0.0992519,-0.00128245,-0.149135,0.143726,0.00412661,7.3094,7.41341,-0.00359737,-0.104007,-0.00134389,-0.15628,0.150612,0.00432431,3,3.04244,-0.0014678,-0.0424368,-0.000548333,-0.0637653,0.0614526,0.0017644,3.8453,3.89969,-0.00188137,-0.0543941,-0.000702835,-0.0817322,0.0787678,0.00226155,7,7.07073,-0.00244633,-0.070728,-0.000913888,-0.106275,0.102421,0.00294067,3.8453,3.89969,-0.00188137,-0.0543941,-0.000702835,-0.0817322,0.0787678,0.00226155
29.35,5,5.09908,-0.00342698,-0.0990806,-0.00128024,-0.148878,0.143478,0.00411949,7.3094,7.41323,-0.00359116,-0.103827,-0.00134157,-0.15601,0.150352,0.00431684,3,3.04236,-0.00146526,-0.0423635,-0.000547386,-0.0636552,0.0613465,0.00176136,3.8453,3.8996,-0.00187812,-0.0543002,-0.000701621,-0.0815911,0.0786318,0.00225765,7,7.07061,-0.0024421,-0.0706059,-0.00091231,-0.106092,0.102244,0.00293559,3.8453,3.8996,-0.00187812,-0.0543002,-0.000701621,-0.0815911,0.0786318,0.00225765
